target_id	length	eff_length	Adur_4	Adur_4_tpm
arahy.Tifrunner.gnm2.ann1.TK1EDX.1	1560	1379.6	57.3921	0.537015
arahy.Tifrunner.gnm2.ann1.3RN0DU.1	606	426.021	252	7.63587
arahy.Tifrunner.gnm2.ann1.IB0QSW.1	2004	1823.6	0	0
arahy.Tifrunner.gnm2.ann1.5CG51V.1	3024	2843.6	525.53	2.38571
arahy.Tifrunner.gnm2.ann1.H47VCY.1	2142	1961.6	1184	7.79164
arahy.Tifrunner.gnm2.ann1.1H9ESI.1	207	54.523	3962	938.045
arahy.Tifrunner.gnm2.ann1.5QC4GP.1	1047	866.605	40.1222	0.597658
arahy.Tifrunner.gnm2.ann1.12KYVB.1	1461	1280.6	120.202	1.21168
arahy.Tifrunner.gnm2.ann1.66AX9V.1	1302	1121.6	0	0
arahy.Tifrunner.gnm2.ann1.2Z5Q4T.1	1059	878.605	0	0
arahy.Tifrunner.gnm2.ann1.PFL66H.1	1836	1655.6	2	0.0155942
arahy.Tifrunner.gnm2.ann1.LG1UYC.1	477	297.502	4	0.173564
arahy.Tifrunner.gnm2.ann1.L47GGJ.1	993	812.625	164.717	2.6166
arahy.Tifrunner.gnm2.ann1.JHI6E6.1	213	58.6701	0	0
arahy.Tifrunner.gnm2.ann1.G33APM.1	480	300.494	7	0.300712
arahy.Tifrunner.gnm2.ann1.6X9KLT.1	933	752.625	77	1.32069
arahy.Tifrunner.gnm2.ann1.RX9ISU.2	312	139.002	0	0
arahy.Tifrunner.gnm2.ann1.HI3N32.1	1044	863.605	0	0
arahy.Tifrunner.gnm2.ann1.PH6DQ7.1	384	206.214	20.1639	1.26225
arahy.Tifrunner.gnm2.ann1.YRC4PH.1	1371	1190.6	594.269	6.44324
arahy.Tifrunner.gnm2.ann1.M9SKFA.1	366	188.952	5	0.341591
arahy.Tifrunner.gnm2.ann1.TA4VKK.1	462	282.705	5.12187	0.233875
arahy.Tifrunner.gnm2.ann1.QSQE7C.1	1077	896.605	90	1.29578
arahy.Tifrunner.gnm2.ann1.EI2AUC.1	1287	1106.6	8.98607	0.104825
arahy.Tifrunner.gnm2.ann1.2AK3X2.1	789	608.825	43.7798	0.928262
arahy.Tifrunner.gnm2.ann1.UK6EYH.1	456	276.761	105.884	4.9387
arahy.Tifrunner.gnm2.ann1.8AAX84.1	675	494.964	0	0
arahy.Tifrunner.gnm2.ann1.6KUD52.1	372	194.7	13	0.861917
arahy.Tifrunner.gnm2.ann1.1MJ7K6.1	1665	1484.6	28.5845	0.248547
arahy.Tifrunner.gnm2.ann1.0QCV82.1	915	734.625	16.1056	0.28301
arahy.Tifrunner.gnm2.ann1.XSX94G.1	2307	2126.6	0	0
arahy.Tifrunner.gnm2.ann1.49VWUD.1	1338	1157.6	0	0
arahy.Tifrunner.gnm2.ann1.9VYP7U.1	861	680.711	64.4881	1.22294
arahy.Tifrunner.gnm2.ann1.9T2B0R.1	387	209.073	18	1.11138
arahy.Tifrunner.gnm2.ann1.6ZUM64.1	1053	872.605	0	0
arahy.Tifrunner.gnm2.ann1.H35DJI.1	804	623.825	0	0
arahy.Tifrunner.gnm2.ann1.8U6QA2.1	714	533.938	1.34275	0.0324633
arahy.Tifrunner.gnm2.ann1.AR053R.1	1800	1619.6	0	0
arahy.Tifrunner.gnm2.ann1.C8I3YJ.1	495	315.409	9	0.368347
arahy.Tifrunner.gnm2.ann1.KPKP47.1	1179	998.605	0	0
arahy.Tifrunner.gnm2.ann1.IQ1ST7.1	795	614.825	0	0
arahy.Tifrunner.gnm2.ann1.WXIR9M.1	1476	1295.6	257.803	2.56865
arahy.Tifrunner.gnm2.ann1.REC9BI.1	3021	2840.6	0	0
arahy.Tifrunner.gnm2.ann1.NRBM4R.1	465	285.677	36	1.62673
arahy.Tifrunner.gnm2.ann1.HZL4S5.1	3612	3431.6	357.118	1.34339
arahy.Tifrunner.gnm2.ann1.QS0YYR.1	1347	1166.6	0	0
arahy.Tifrunner.gnm2.ann1.YMC104.1	1248	1067.6	2068.75	25.0142
arahy.Tifrunner.gnm2.ann1.QM32I5.1	780	599.84	1.50843	0.0324621
arahy.Tifrunner.gnm2.ann1.5ITW1B.2	1998	1817.6	3.04762	0.0216446
arahy.Tifrunner.gnm2.ann1.RDS1N3.1	2031	1850.6	0	0
arahy.Tifrunner.gnm2.ann1.NG6XH8.1	822	641.777	104	2.09189
arahy.Tifrunner.gnm2.ann1.MAQ2UP.1	780	599.84	49.6364	1.0682
arahy.Tifrunner.gnm2.ann1.AQN4AQ.1	186	41.4441	0	0
arahy.Tifrunner.gnm2.ann1.HSP4SF.1	1038	857.605	1082.86	16.2995
arahy.Tifrunner.gnm2.ann1.D6NWCJ.1	855	674.711	300	5.73974
arahy.Tifrunner.gnm2.ann1.122S7D.1	237	75.7945	162	27.5909
arahy.Tifrunner.gnm2.ann1.2V316J.1	948	767.625	0	0
arahy.Tifrunner.gnm2.ann1.QZL6T2.1	264	97.0858	0	0
arahy.Tifrunner.gnm2.ann1.E82UHN.1_arahy.Tifrunner.gnm2.ann1.J5SMTG.1	798	617.825	293	6.12197
arahy.Tifrunner.gnm2.ann1.V51XAD.1	1008	827.605	0	0
arahy.Tifrunner.gnm2.ann1.3BX83E.1	516	336.239	217	8.33107
arahy.Tifrunner.gnm2.ann1.C4UPUA.2	1368	1187.6	0	0
arahy.Tifrunner.gnm2.ann1.14XETV.1	999	818.605	37.9229	0.598021
arahy.Tifrunner.gnm2.ann1.A977GK.1	1092	911.605	0	0
arahy.Tifrunner.gnm2.ann1.2L7D1S.1	648	467.988	0	0
arahy.Tifrunner.gnm2.ann1.WU5RMI.1	1107	926.605	0	0
arahy.Tifrunner.gnm2.ann1.SL5FHN.1	984	803.625	4	0.0642533
arahy.Tifrunner.gnm2.ann1.35TLEJ.1	801	620.825	2.04017	0.0424216
arahy.Tifrunner.gnm2.ann1.ZNQH18.1	1497	1316.6	12.0763	0.118404
arahy.Tifrunner.gnm2.ann1.YS6FHA.1	2367	2186.6	0	0
arahy.Tifrunner.gnm2.ann1.K5H584.1	981	800.625	0	0
arahy.Tifrunner.gnm2.ann1.KUR4E8.1	933	752.625	27.1153	0.465076
arahy.Tifrunner.gnm2.ann1.5VME1B.1	1488	1307.6	63.4055	0.625949
arahy.Tifrunner.gnm2.ann1.KB0HQZ.1	672	491.964	0	0
arahy.Tifrunner.gnm2.ann1.I63KL3.1	606	426.021	2.35471	0.0713503
arahy.Tifrunner.gnm2.ann1.LGH16T.1	885	704.625	0	0
arahy.Tifrunner.gnm2.ann1.H5MQ1B.1	699	518.964	0	0
arahy.Tifrunner.gnm2.ann1.I3MXR2.1	384	206.214	1	0.0625995
arahy.Tifrunner.gnm2.ann1.P5QYP7.1	2685	2504.6	26	0.134006
arahy.Tifrunner.gnm2.ann1.53TY2Q.1	549	369.09	0	0
arahy.Tifrunner.gnm2.ann1.S22EMT.1	1659	1478.6	0	0
arahy.Tifrunner.gnm2.ann1.R4XPT2.1	501	321.346	0	0
arahy.Tifrunner.gnm2.ann1.Y004SP.1	924	743.625	34.5197	0.599241
arahy.Tifrunner.gnm2.ann1.84BLH7.1	1053	872.605	0	0
arahy.Tifrunner.gnm2.ann1.VXTX90.1	660	479.976	0	0
arahy.Tifrunner.gnm2.ann1.24G1QJ.1	474	294.539	0	0
arahy.Tifrunner.gnm2.ann1.FW97GV.1	588	408.042	3.65353	0.115584
arahy.Tifrunner.gnm2.ann1.90X1UZ.1	243	80.4568	0	0
arahy.Tifrunner.gnm2.ann1.6E534E.1	747	566.869	0	0
arahy.Tifrunner.gnm2.ann1.DY30JI.1	1491	1310.6	117.116	1.15354
arahy.Tifrunner.gnm2.ann1.AUY1K1.1	945	764.625	0	0
arahy.Tifrunner.gnm2.ann1.03CQRM.1	2280	2099.6	64.293	0.39529
arahy.Tifrunner.gnm2.ann1.3K1N2X.1	957	776.625	0	0
arahy.Tifrunner.gnm2.ann1.68ELK6.1	297	125.441	0	0
arahy.Tifrunner.gnm2.ann1.943YTE.1	357	180.526	0	0
arahy.Tifrunner.gnm2.ann1.I4AWB4.1	714	533.938	12.1429	0.293575
arahy.Tifrunner.gnm2.ann1.7X2ZKG.1	336	160.961	0	0
arahy.Tifrunner.gnm2.ann1.RE7JZ5.2	918	737.625	0	0
arahy.Tifrunner.gnm2.ann1.Z11XNF.1	1512	1331.6	0	0
arahy.Tifrunner.gnm2.ann1.AJNI4B.1	714	533.938	77.6157	1.8765
arahy.Tifrunner.gnm2.ann1.DBKV77.1	1248	1067.6	82	0.991499
arahy.Tifrunner.gnm2.ann1.15KB0L.1	444	264.896	0	0
arahy.Tifrunner.gnm2.ann1.3I6GZV.1_arahy.Tifrunner.gnm2.ann1.SPMS6A.1	822	641.777	13302	267.56
arahy.Tifrunner.gnm2.ann1.8P9C43.1	447	267.837	0	0
arahy.Tifrunner.gnm2.ann1.BM4P4F.1	285	114.872	0	0
arahy.Tifrunner.gnm2.ann1.ZPQX20.1	1923	1742.6	8.925	0.0661147
arahy.Tifrunner.gnm2.ann1.1MK4T8.1	1053	872.605	0	0
arahy.Tifrunner.gnm2.ann1.5T3PY7.1	945	764.625	0	0
arahy.Tifrunner.gnm2.ann1.7G7GME.1_arahy.Tifrunner.gnm2.ann1.B7IYCZ.1	3291	3110.6	41.3985	0.171802
arahy.Tifrunner.gnm2.ann1.RY0Y5E.1	516	336.239	0	0
arahy.Tifrunner.gnm2.ann1.5EKU9C.1	2322	2141.6	489.482	2.95044
arahy.Tifrunner.gnm2.ann1.WQR4IN.1	351	174.927	0	0
arahy.Tifrunner.gnm2.ann1.EZF9NP.1	2724	2543.6	18.9395	0.0961187
arahy.Tifrunner.gnm2.ann1.5K1Z4H.1	1095	914.605	68.8021	0.971084
arahy.Tifrunner.gnm2.ann1.YND711.1	1479	1298.6	162.651	1.61685
arahy.Tifrunner.gnm2.ann1.H63XD7.1_arahy.Tifrunner.gnm2.ann1.N4LA1V.1	3429	3248.6	147	0.58413
arahy.Tifrunner.gnm2.ann1.AD63MF.1	492	312.433	27	1.11557
arahy.Tifrunner.gnm2.ann1.BEH8YR.1	450	270.823	2.13813	0.101915
arahy.Tifrunner.gnm2.ann1.KH3BQR.1	630	449.988	0	0
arahy.Tifrunner.gnm2.ann1.HIBI0A.1	330	155.471	0	0
arahy.Tifrunner.gnm2.ann1.6E3U4S.1_arahy.Tifrunner.gnm2.ann1.YLRV95.1	2214	2033.6	123	0.780778
arahy.Tifrunner.gnm2.ann1.PCKC0J.1	240	78.1515	0	0
arahy.Tifrunner.gnm2.ann1.DLCN4C.1	1101	920.605	1	0.0140222
arahy.Tifrunner.gnm2.ann1.VPGQ6L.1	3906	3725.6	6.35104	0.0220058
arahy.Tifrunner.gnm2.ann1.M2Z3T7.1	375	197.621	0	0
arahy.Tifrunner.gnm2.ann1.UZ3DKE.1	1407	1226.6	5	0.0526204
arahy.Tifrunner.gnm2.ann1.M8RGP5.1	2295	2114.6	442	2.69825
arahy.Tifrunner.gnm2.ann1.1871C9.1	1080	899.605	43.3026	0.621372
arahy.Tifrunner.gnm2.ann1.ZSA3LA.1	255	89.916	0	0
arahy.Tifrunner.gnm2.ann1.D2QDKL.1	732	551.897	6.66568	0.15591
arahy.Tifrunner.gnm2.ann1.1Z5YUN.1	1245	1064.6	122.25	1.48235
arahy.Tifrunner.gnm2.ann1.46YZYG.1	1620	1439.6	105.639	0.947265
arahy.Tifrunner.gnm2.ann1.H8PRE0.2	1758	1577.6	59.8801	0.489974
arahy.Tifrunner.gnm2.ann1.Z0JFW0.1	2286	2105.6	167.744	1.02839
arahy.Tifrunner.gnm2.ann1.4H8VJF.1	363	186.127	0	0
arahy.Tifrunner.gnm2.ann1.D5NCPP.1	5265	5084.6	2	0.00507764
arahy.Tifrunner.gnm2.ann1.J75KCH.1	396	217.848	0	0
arahy.Tifrunner.gnm2.ann1.IFA20P.1	1626	1445.6	11	0.0982273
arahy.Tifrunner.gnm2.ann1.4Q84I3.1	1278	1097.6	0	0
arahy.Tifrunner.gnm2.ann1.UB23H3.1	3273	3092.6	660.433	2.75672
arahy.Tifrunner.gnm2.ann1.GZK7KW.1	459	279.733	9	0.415324
arahy.Tifrunner.gnm2.ann1.07RNNT.1	1182	1001.6	79	1.01817
arahy.Tifrunner.gnm2.ann1.658XMK.1	2295	2114.6	42.8064	0.261317
arahy.Tifrunner.gnm2.ann1.B5KN1P.1	585	405.052	0	0
arahy.Tifrunner.gnm2.ann1.P7A8AZ.1	918	737.625	5.05707	0.0885019
arahy.Tifrunner.gnm2.ann1.P3ZWTW.1	246	82.8289	0	0
arahy.Tifrunner.gnm2.ann1.X05KEZ.1	2055	1874.6	0	0
arahy.Tifrunner.gnm2.ann1.0HP3L6.1	627	446.988	0	0
arahy.Tifrunner.gnm2.ann1.92109M.1	1188	1007.6	10.3774	0.13295
arahy.Tifrunner.gnm2.ann1.U1RN9D.1	2772	2591.6	464.567	2.31403
arahy.Tifrunner.gnm2.ann1.9EY0GB.1	390	211.988	4	0.243577
arahy.Tifrunner.gnm2.ann1.684P3R.1	1128	947.605	14	0.190717
arahy.Tifrunner.gnm2.ann1.E38XZB.1	1434	1253.6	31.4386	0.323737
arahy.Tifrunner.gnm2.ann1.6M81PC.1	594	414.032	0	0
arahy.Tifrunner.gnm2.ann1.S15BQI.1	1122	941.605	0	0
arahy.Tifrunner.gnm2.ann1.9ZN1DC.1	747	566.869	1075.94	24.5016
arahy.Tifrunner.gnm2.ann1.8VD46W.1	984	803.625	0	0
arahy.Tifrunner.gnm2.ann1.MBM2VS.1	375	197.621	0	0
arahy.Tifrunner.gnm2.ann1.PJFM9Q.1	1335	1154.6	0	0
arahy.Tifrunner.gnm2.ann1.9W352N.1	192	45.0888	4	1.1452
arahy.Tifrunner.gnm2.ann1.282MDX.1	780	599.84	0	0
arahy.Tifrunner.gnm2.ann1.B5XD80.1	1737	1556.6	0	0
arahy.Tifrunner.gnm2.ann1.W5PTGQ.1	366	188.952	0	0
arahy.Tifrunner.gnm2.ann1.F7UUKP.1	2649	2468.6	1	0.00522923
arahy.Tifrunner.gnm2.ann1.Y4R7AD.2	828	647.777	0	0
arahy.Tifrunner.gnm2.ann1.L85IH5.1	906	725.625	8.72641	0.155243
arahy.Tifrunner.gnm2.ann1.WR7TRV.1	540	360.108	0	0
arahy.Tifrunner.gnm2.ann1.A3HRU9.1	606	426.021	6	0.181806
arahy.Tifrunner.gnm2.ann1.SGC6ES.1	2787	2606.6	67.2074	0.332837
arahy.Tifrunner.gnm2.ann1.22ASJB.1	3267	3086.6	0	0
arahy.Tifrunner.gnm2.ann1.12B6U4.1	765	584.84	0	0
arahy.Tifrunner.gnm2.ann1.H5PCZM.1	1188	1007.6	172	2.20357
arahy.Tifrunner.gnm2.ann1.G4VVMC.1	1848	1667.6	45.5749	0.352794
arahy.Tifrunner.gnm2.ann1.YQ8CLY.1	3003	2822.6	1.25328	0.00573175
arahy.Tifrunner.gnm2.ann1.RQ1G66.1	846	665.728	633.669	12.2872
arahy.Tifrunner.gnm2.ann1.65378X.1	1989	1808.6	35.8876	0.256147
arahy.Tifrunner.gnm2.ann1.DP6VSE.1	396	217.848	0	0
arahy.Tifrunner.gnm2.ann1.ZJW11Z.1	558	378.081	5	0.170716
arahy.Tifrunner.gnm2.ann1.SUV5R4.1	774	593.84	2	0.043476
arahy.Tifrunner.gnm2.ann1.5YYW70.1	852	671.711	0	0
arahy.Tifrunner.gnm2.ann1.23E1K9.1	1851	1670.6	5.88422	0.0454678
arahy.Tifrunner.gnm2.ann1.ARH0VQ.1	1227	1046.6	0	0
arahy.Tifrunner.gnm2.ann1.J2G5SH.1	453	273.789	0	0
arahy.Tifrunner.gnm2.ann1.2P3SS2.1	159	27.1945	0	0
arahy.Tifrunner.gnm2.ann1.30M693.1	252	87.4893	0	0
arahy.Tifrunner.gnm2.ann1.ES7A38.1	1140	959.605	1.4893	0.0200345
arahy.Tifrunner.gnm2.ann1.NMY8WM.1	579	399.052	0	0
arahy.Tifrunner.gnm2.ann1.KQ5P30.1	219	62.7967	0	0
arahy.Tifrunner.gnm2.ann1.7AS0KG.1	1125	944.605	33.1627	0.453199
arahy.Tifrunner.gnm2.ann1.XJXR2L.1	798	617.825	0.5	0.010447
arahy.Tifrunner.gnm2.ann1.X3LADT.1	1143	962.605	0	0
arahy.Tifrunner.gnm2.ann1.V5338L.1	2883	2702.6	10	0.0477646
arahy.Tifrunner.gnm2.ann1.KVK1VL.1	579	399.052	4.19383	0.135666
arahy.Tifrunner.gnm2.ann1.W65EFT.1	1008	827.605	23.9787	0.374016
arahy.Tifrunner.gnm2.ann1.1C185Z.2	3393	3212.6	8.18533	0.0328903
arahy.Tifrunner.gnm2.ann1.SG8K9N.1	966	785.625	0	0
arahy.Tifrunner.gnm2.ann1.9C08J7.1	984	803.625	0	0
arahy.Tifrunner.gnm2.ann1.LVS803.1	456	276.761	0	0
arahy.Tifrunner.gnm2.ann1.6SD8L3.1	831	650.777	0	0
arahy.Tifrunner.gnm2.ann1.D6L4V6.1	603	423.021	0	0
arahy.Tifrunner.gnm2.ann1.L6MMNY.3	507	327.305	88.9655	3.50879
arahy.Tifrunner.gnm2.ann1.5RT47R.1	1542	1361.6	220	2.08574
arahy.Tifrunner.gnm2.ann1.SWME7Z.1	471	291.568	0	0
arahy.Tifrunner.gnm2.ann1.0B9AIN.1	1590	1409.6	0	0
arahy.Tifrunner.gnm2.ann1.Z9T13B.1	1050	869.605	17.1857	0.255115
arahy.Tifrunner.gnm2.ann1.JS8CCH.1	2199	2018.6	0	0
arahy.Tifrunner.gnm2.ann1.4Q6J36.1	3891	3710.6	6.23722	0.0216988
arahy.Tifrunner.gnm2.ann1.QV839S.1	1533	1352.6	85.9032	0.819836
arahy.Tifrunner.gnm2.ann1.R836K0.1	468	288.655	2.5	0.111802
arahy.Tifrunner.gnm2.ann1.303SZX.1	972	791.625	1	0.0163068
arahy.Tifrunner.gnm2.ann1.L13TYF.1	1341	1160.6	600	6.67353
arahy.Tifrunner.gnm2.ann1.E96RN1.1	1470	1289.6	1	0.01001
arahy.Tifrunner.gnm2.ann1.0K9FD0.1	2616	2435.6	408.176	2.16337
arahy.Tifrunner.gnm2.ann1.UUK6GZ.1	2418	2237.6	7	0.0403835
arahy.Tifrunner.gnm2.ann1.6X8F5T.1	1755	1574.6	5.90798	0.0484346
arahy.Tifrunner.gnm2.ann1.VD3H3C.1	2085	1904.6	22.42	0.151957
arahy.Tifrunner.gnm2.ann1.A208ZV.1	1821	1640.6	326.208	2.56673
arahy.Tifrunner.gnm2.ann1.JUDK08.1	1707	1526.6	39	0.329782
arahy.Tifrunner.gnm2.ann1.XN73VW.1	504	324.338	0	0
arahy.Tifrunner.gnm2.ann1.K9IMQL.1	582	402.052	206.492	6.62995
arahy.Tifrunner.gnm2.ann1.2N75TD.1	1062	881.605	0	0
arahy.Tifrunner.gnm2.ann1.NYNB9A.1	591	411.032	0	0
arahy.Tifrunner.gnm2.ann1.26EZ8M.1	543	363.099	0	0
arahy.Tifrunner.gnm2.ann1.I3DMP8.1	4746	4565.6	0	0
arahy.Tifrunner.gnm2.ann1.MW62YC.1	789	608.825	4.37428	0.0927477
arahy.Tifrunner.gnm2.ann1.YL86KT.1	1002	821.605	4.68521	0.0736131
arahy.Tifrunner.gnm2.ann1.W9U8CY.1	3126	2945.6	5149.22	22.5661
arahy.Tifrunner.gnm2.ann1.M4HZUN.2	2475	2294.6	231	1.29955
arahy.Tifrunner.gnm2.ann1.BNC4V9.1	1743	1562.6	64.302	0.531207
arahy.Tifrunner.gnm2.ann1.BNM70H.1	561	381.062	0	0
arahy.Tifrunner.gnm2.ann1.1MWR3H.1	960	779.625	22.2745	0.368817
arahy.Tifrunner.gnm2.ann1.16ZRNZ.1	561	381.062	0	0
arahy.Tifrunner.gnm2.ann1.J1V7G3.1	1704	1523.6	1.34823	0.011423
arahy.Tifrunner.gnm2.ann1.4M7R5R.1	297	125.441	2	0.205817
arahy.Tifrunner.gnm2.ann1.1Z9DBD.1	600	420.021	7	0.215137
arahy.Tifrunner.gnm2.ann1.RRY6M7.1	1629	1448.6	4	0.035645
arahy.Tifrunner.gnm2.ann1.NC5V2N.1	1833	1652.6	0	0
arahy.Tifrunner.gnm2.ann1.C2K5ED.2	300	128.139	0	0
arahy.Tifrunner.gnm2.ann1.VG982W.1	546	366.099	0	0
arahy.Tifrunner.gnm2.ann1.4I4LKP.1	1617	1436.6	100.008	0.898638
arahy.Tifrunner.gnm2.ann1.60NISA.1	4008	3827.6	1711.34	5.77161
arahy.Tifrunner.gnm2.ann1.MELV6S.1	216	60.742	16	3.40032
arahy.Tifrunner.gnm2.ann1.I2CNAA.1	1503	1322.6	0	0
arahy.Tifrunner.gnm2.ann1.HN3KPZ.1	1206	1025.6	573.167	7.21423
arahy.Tifrunner.gnm2.ann1.DXD2XK.1	969	788.625	0	0
arahy.Tifrunner.gnm2.ann1.2XN59H.1	588	408.042	1.27692	0.040397
arahy.Tifrunner.gnm2.ann1.TVLR9S.1	129	15.7085	0	0
arahy.Tifrunner.gnm2.ann1.SJI6FW.1	345	169.264	45.8889	3.49971
arahy.Tifrunner.gnm2.ann1.I909QJ.1	426	247.153	0	0
arahy.Tifrunner.gnm2.ann1.A1NYJ3.1	2025	1844.6	27.0244	0.189122
arahy.Tifrunner.gnm2.ann1.TWUW2Y.1	342	166.456	4	0.310205
arahy.Tifrunner.gnm2.ann1.K47WMW.1	1788	1607.6	2.27778	0.0182903
arahy.Tifrunner.gnm2.ann1.0G4IZN.1	2628	2447.6	21.9043	0.115525
arahy.Tifrunner.gnm2.ann1.SW1UT6.1	1617	1436.6	0	0
arahy.Tifrunner.gnm2.ann1.DA6R09.1	1437	1256.6	112.754	1.1583
arahy.Tifrunner.gnm2.ann1.TF9MBQ.1	243	80.4568	0	0
arahy.Tifrunner.gnm2.ann1.J3XXF6.1	216	60.742	0	0
arahy.Tifrunner.gnm2.ann1.HSFD6Z.1	447	267.837	26	1.25312
arahy.Tifrunner.gnm2.ann1.8CL1WY.1	669	488.976	0	0
arahy.Tifrunner.gnm2.ann1.6SD2NF.1	1833	1652.6	0	0
arahy.Tifrunner.gnm2.ann1.X2E0H1.1	1896	1715.6	82.3927	0.619955
arahy.Tifrunner.gnm2.ann1.7CKQ2F.1	486	306.464	0	0
arahy.Tifrunner.gnm2.ann1.RC7A8X.1	963	782.625	4.33323	0.0714738
arahy.Tifrunner.gnm2.ann1.SH5L4P.1	381	203.374	0	0
arahy.Tifrunner.gnm2.ann1.M96WLV.1	1365	1184.6	281	3.06212
arahy.Tifrunner.gnm2.ann1.Z43CHJ.1	393	214.919	22	1.32141
arahy.Tifrunner.gnm2.ann1.GQG991.1	507	327.305	0	0
arahy.Tifrunner.gnm2.ann1.U9Y6Z5.1	1908	1727.6	2.90533	0.021709
arahy.Tifrunner.gnm2.ann1.JNKU5S.1_arahy.Tifrunner.gnm2.ann1.QMKI2S.1	1494	1313.6	38	0.373429
arahy.Tifrunner.gnm2.ann1.UP2MAN.1	204	52.3704	0	0
arahy.Tifrunner.gnm2.ann1.Y29W5P.1	558	378.081	0	0
arahy.Tifrunner.gnm2.ann1.J2FWCG.1	1344	1163.6	41.4565	0.459914
arahy.Tifrunner.gnm2.ann1.CE0NJE.1	792	611.825	0	0
arahy.Tifrunner.gnm2.ann1.LSRC2Y.1	480	300.494	14	0.601424
arahy.Tifrunner.gnm2.ann1.R1VBNM.1	1398	1217.6	20.4289	0.216584
arahy.Tifrunner.gnm2.ann1.ZF2ZKW.1	1644	1463.6	25	0.220498
arahy.Tifrunner.gnm2.ann1.JCHF8R.1	1224	1043.6	0	0
arahy.Tifrunner.gnm2.ann1.AX0BTM.1	597	417.032	13	0.402405
arahy.Tifrunner.gnm2.ann1.S79ATY.1	1062	881.605	16	0.23428
arahy.Tifrunner.gnm2.ann1.R6VATM.1	732	551.897	0.000400563	9.36918e-06
arahy.Tifrunner.gnm2.ann1.2U574V.1	660	479.976	0	0
arahy.Tifrunner.gnm2.ann1.AVQ9QZ.1	459	279.733	0	0
arahy.Tifrunner.gnm2.ann1.JY64CH.1	333	158.247	0	0
arahy.Tifrunner.gnm2.ann1.IZ7PYZ.1	525	345.196	15	0.560937
arahy.Tifrunner.gnm2.ann1.T6XU0H.1	501	321.346	0	0
arahy.Tifrunner.gnm2.ann1.86MJU4.1	1929	1748.6	80.1417	0.591638
arahy.Tifrunner.gnm2.ann1.CP8NPA.2	1617	1436.6	276.651	2.4859
arahy.Tifrunner.gnm2.ann1.CV46MP.1	543	363.099	10	0.35552
arahy.Tifrunner.gnm2.ann1.DUMN8N.1	264	97.0858	22.5641	3.00021
arahy.Tifrunner.gnm2.ann1.QEEB36.1	324	150.037	0	0
arahy.Tifrunner.gnm2.ann1.8447Y8.1	948	767.625	0	0
arahy.Tifrunner.gnm2.ann1.WT0FV2.1	720	539.911	0	0
arahy.Tifrunner.gnm2.ann1.J1UBKH.1	321	147.248	2	0.175336
arahy.Tifrunner.gnm2.ann1.VD3Z6A.1	798	617.825	0	0
arahy.Tifrunner.gnm2.ann1.MZ5XB8.1	603	423.021	9	0.274644
arahy.Tifrunner.gnm2.ann1.80I0NG.1	360	183.333	0	0
arahy.Tifrunner.gnm2.ann1.KKY0JA.1	1119	938.605	4.35326	0.0598716
arahy.Tifrunner.gnm2.ann1.PJ7IPU.1	273	104.604	0	0
arahy.Tifrunner.gnm2.ann1.J2LHWB.1	609	429.021	19989	601.452
arahy.Tifrunner.gnm2.ann1.83AB0Q.1	294	122.811	0	0
arahy.Tifrunner.gnm2.ann1.9PQ9XF.1	2157	1976.6	0	0
arahy.Tifrunner.gnm2.ann1.UCUQ1W.1	555	375.081	0	0
arahy.Tifrunner.gnm2.ann1.8C30VS.1	1932	1751.6	41.9541	0.309191
arahy.Tifrunner.gnm2.ann1.A8R8TX.1	1296	1115.6	5	0.057856
arahy.Tifrunner.gnm2.ann1.PNMJ0W.1	744	563.869	3	0.0686802
arahy.Tifrunner.gnm2.ann1.B3AK4H.1	1008	827.605	2	0.0311958
arahy.Tifrunner.gnm2.ann1.9SFQ4R.1	1098	917.605	1.47206	0.020709
arahy.Tifrunner.gnm2.ann1.CVHH82.1	1983	1802.6	0	0
arahy.Tifrunner.gnm2.ann1.BK27YN.1	429	250.128	0	0
arahy.Tifrunner.gnm2.ann1.27P2MY.1	2076	1895.6	2	0.0136198
arahy.Tifrunner.gnm2.ann1.VR50FW.1	270	102.097	26	3.28737
arahy.Tifrunner.gnm2.ann1.Q99U9Q.1	651	470.988	10.8537	0.297478
arahy.Tifrunner.gnm2.ann1.CA8XKC.1	1263	1082.6	1.07608	0.012831
arahy.Tifrunner.gnm2.ann1.1UM3HH.1	294	122.811	1	0.105112
arahy.Tifrunner.gnm2.ann1.TG1GNU.1	708	527.951	0	0
arahy.Tifrunner.gnm2.ann1.0TCI94.1	1077	896.605	0	0
arahy.Tifrunner.gnm2.ann1.FLA5DV.1	942	761.625	120.432	2.04121
arahy.Tifrunner.gnm2.ann1.TL04YN.1	828	647.777	0	0
arahy.Tifrunner.gnm2.ann1.K55MVY.1	1608	1427.6	0	0
arahy.Tifrunner.gnm2.ann1.M2LW4E.1	639	458.988	32	0.899989
arahy.Tifrunner.gnm2.ann1.476CQX.1	405	226.598	0	0
arahy.Tifrunner.gnm2.ann1.1JT8J9.1	6624	6443.6	13.1833	0.026411
arahy.Tifrunner.gnm2.ann1.GASR5E.1	984	803.625	0	0
arahy.Tifrunner.gnm2.ann1.6Y8JYR.1	1131	950.605	0	0
arahy.Tifrunner.gnm2.ann1.TV1R4T.1	1773	1592.6	440.166	3.56777
arahy.Tifrunner.gnm2.ann1.LC87G6.1	645	464.988	0	0
