target_id	length	eff_length	Adur_3	Adur_3_tpm
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1643.64	414.73	3.90214
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	76.7749	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	542.711	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2819.64	725	3.97639
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	93.1624	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1130.64	4.52049	0.061831
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4352.64	4.28571	0.015227
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	512.753	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1205.64	77	0.987684
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	926.637	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	72.2911	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	476.782	105.578	3.42449
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1778.64	36.1731	0.314515
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1517.64	158.764	1.61781
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1082.64	0	0
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1520.64	0	0
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	548.711	0	0
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	869.637	15.9571	0.283766
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2546.64	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	644.652	116.663	2.79867
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1277.64	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	485.762	20.6287	0.656739
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1832.64	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1634.64	7	0.0662248
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	359.894	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1769.64	681	5.95123
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	318.077	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1691.64	4	0.0365676
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1505.64	58.8915	0.60489
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1604.64	130.843	1.26101
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	102.89	189	28.4075
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	869.637	1.98647	0.0353255
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1148.64	3	0.0403908
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	223.422	3.09879	0.214492
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	136.27	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	842.637	263.817	4.8418
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	371.887	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	223.422	2	0.138436
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2174.64	41.4706	0.294915
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1415.64	176.876	1.93224
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3476.64	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	45.8195	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	536.711	4	0.115256
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	503.753	694.88	21.3322
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	160.823	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	902.637	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	177.618	5.08737	0.442947
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1601.64	35.524	0.343006
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	95.5198	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	401.825	0	0
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	288.325	4	0.214546
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	330.025	1	0.0468595
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	938.637	2.56971	0.0423379
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1340.64	410	4.72951
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1454.64	203.601	2.16455
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1235.64	118.757	1.48632
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	276.466	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1451.64	6.69133	0.071285
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	291.285	0	0
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	70.0834	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	968.637	1	0.0159655
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1370.64	5.42662	0.0612281
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1163.64	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1214.64	0	0
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1355.64	0	0
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	926.637	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	446.8	62	2.14596
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	692.652	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3281.64	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1244.64	184	2.28622
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	782.637	100.375	1.9834
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	932.637	915.218	15.1759
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	569.689	9.53715	0.258896
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	81.2769	1	0.190273
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1091.64	16.7612	0.237449
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1205.64	8.40085	0.107758
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1319.64	59	0.691419
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1127.64	53.489	0.733565
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	656.652	4.5125	0.106274
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2357.64	885.825	5.81052
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	770.637	4	0.0802701
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1310.64	406.055	4.79122
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	365.887	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1499.64	314.959	3.24796
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	282.371	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	515.742	402.624	12.0729
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	100.449	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	85.9532	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	241.007	241.375	15.4884
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	51.5924	8	2.39799
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	81.2769	30.9244	5.88408
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	72.2911	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1058.64	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	797.637	0	0
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	707.652	0	0
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1562.64	92.3736	0.914184
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	138.993	13.7816	1.53338
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1238.64	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2009.64	52.533	0.404258
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	138.993	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	848.637	0	0
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	467.782	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2597.64	32.0617	0.190876
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3326.64	12.41	0.0576913
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1853.64	0	0
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	752.637	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	174.847	26	2.29964
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1829.64	4	0.0338095
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	321.07	159.028	7.65983
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	70.0834	47.8168	10.5514
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2594.64	87	0.518545
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	85.9532	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	563.689	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	929.637	1	0.0166353
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	57.5544	79	21.2272
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	686.652	0	0
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	270.548	1	0.057161
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	249.845	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	680.652	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	117.937	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	746.637	3	0.0621377
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	539.711	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1277.64	0	0
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	509.753	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	707.652	327.238	7.15135
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6122.64	33.5309	0.0846937
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	74.5469	171.856	35.6517
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1172.64	169.985	2.24177
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3584.64	153.291	0.661328
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1598.64	6.22979	0.0602653
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	821.637	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	536.711	139.193	4.01072
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1496.64	2327.06	24.0456
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	584.689	324	8.56967
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1295.64	0	0
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2159.64	38.897	0.278535
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	398.825	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	191.712	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1106.64	450.935	6.30162
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	95.5198	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1649.64	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2579.64	11.2047	0.0671718
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2720.64	8979.81	51.0435
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2543.64	3.16002	0.0192123
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	527.721	2	0.0586097
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	353.916	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1808.64	265.149	2.26717
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	452.791	7.59531	0.259413
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1151.64	0	0
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	677.652	302.649	6.9068
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	407.825	8	0.303361
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	270.548	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	509.753	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	638.652	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	241.007	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	419.809	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1472.64	861	9.04172
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1943.64	7615.65	60.5948
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	467.782	1	0.0330598
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	710.652	17.0128	0.370222
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	689.652	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1292.64	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	243.944	17	1.07771
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1814.64	2	0.0170445
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1667.64	225	2.08653
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	347.923	0	0
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	386.857	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	291.285	2	0.106183
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	980.637	911	14.3666
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	503.753	74	2.27174
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	243.944	5.45011	0.345509
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	674.652	29.8219	0.683596
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	229.276	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	183.154	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	956.637	8.85874	0.143208
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	866.637	82.5904	1.47379
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	416.809	6.61117	0.245293
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	383.857	25.1567	1.01351
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1259.64	119.262	1.4642
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	1997.64	385.556	2.98479
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	731.652	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1475.64	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1304.64	272.269	3.22739
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	404.825	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	264.644	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2588.64	41.0597	0.245295
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	494.753	1	0.0312576
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1523.64	5	0.0507496
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	899.637	0	0
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3635.64	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	596.677	9.52174	0.246786
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	758.637	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1061.64	374.756	5.45905
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1370.64	1	0.0112829
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1148.64	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	488.762	336	10.6313
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1094.64	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1703.64	919.825	8.34972
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	174.847	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2291.64	35	0.236192
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2156.64	7.27109	0.0521394
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	42.4415	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	291.285	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	533.721	2.3127	0.0670114
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1904.64	86.8763	0.705396
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	155.353	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	452.791	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	644.652	1391.47	33.3804
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	194.567	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2369.64	0	0
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1736.64	0	0
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2216.64	0	0
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	419.809	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	803.637	15	0.288652
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1589.64	24.8764	0.24201
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	599.677	73.2632	1.88935
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	695.652	121.548	2.70209
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	76.7749	68	13.6973
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1283.64	71	0.855382
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	893.637	704	12.183
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1304.64	222	2.63152
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1214.64	0	0
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	72.2911	13.1872	2.82106
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	623.664	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	512.753	0	0
arahy.Tifrunner.gnm2.ann1.70186N.1	324	144.44	0	0
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1637.64	0	0
