Category1	Category2	estimate	SE	df	t.ratio	p.value
AreNot-organelle-targeted	Dual-targeted_Interacting	-0.0741660895690655	0.0836607278644929	53266	-0.886510211687304	1
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-0.133000745057226	0.0427730105030177	53266	-3.10945485232662	0.0300050763116085
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.268094223124775	0.0360485184158604	53266	-7.43703860535973	2.1946948041121e-12
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.153844828581456	0.0274611823309468	53266	-5.60226528950589	4.25220473488445e-07
AreNot-organelle-targeted	Plastid-targeted_Interacting	-0.0208823486891738	0.0455901877020475	53266	-0.458044806168585	1
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-0.0926249155329285	0.017225699635708	53266	-5.37713518125683	1.44396414816699e-06
Dual-targeted_Interacting	Dual-targeted_Non-interacting	-0.0588346554881604	0.0935603283427196	53266	-0.628841909069023	1
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	-0.19392813355571	0.0906835172017762	53266	-2.13851579140019	0.389753267923296
Dual-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.0796787390123901	0.0876248888565323	53266	-0.909316291891082	1
Dual-targeted_Interacting	Plastid-targeted_Interacting	0.0532837408798918	0.0948813460423816	53266	0.561582893818675	1
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-0.018458825963863	0.0849748747574595	53266	-0.217226868725012	1
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	-0.135093478067549	0.0552622233787179	53266	-2.44458998947145	0.188563801162503
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	-0.0208440835242297	0.0500852691696284	53266	-0.416171937773462	1
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	0.112118396368052	0.0619102807899353	53266	1.81098187469825	0.701492884276412
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.0403758295242974	0.0452895394182846	53266	0.891504529365926	1
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.114249394543319	0.044480326440816	53266	2.56853768138001	0.153233396721525
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	0.247211874435601	0.0574704108213608	53266	4.30155050055283	0.000288844887786986
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	0.175469307591847	0.0390013798885085	53266	4.49905383074786	0.000123121236512767
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	0.132962479892282	0.0525116080025253	53266	2.53205881423185	0.158792836437867
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.0612199130485271	0.0312366529615867	53266	1.9598742901108	0.550172606588966
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	-0.0717425668437548	0.0479591197577377	53266	-1.49591083418873	1
