response	term	estimate	std.error	statistic	p.value
tetMom	(Intercept)	4.82944765930118	0.0149765202318247	322.467942121745	0
tetMom	DI	0.696183648612369	0.194291669142793	3.58318836666493	0.000339910336084622
tetMom	DNI	1.4277660434381	0.0458962320078247	31.1085677620481	1.86524680725538e-209
tetMom	MI	-0.428229806741731	0.109598773611538	-3.90724998675213	9.35371618928483e-05
tetMom	MNI	-0.476499334666471	0.154902150932781	-3.07613116923886	0.00209875725378782
tetMom	PI	2.77669841945392	0.103197840691414	26.9065554167642	9.03352887053567e-158
tetMom	PNI	1.46401289387592	0.0638839516505916	22.916755398652	2.47918508303315e-115
tetMom	deltaMomDad	0.235313808978636	0.00810733015846395	29.0248212887902	6.14422901166203e-183
tetMom	DI:deltaMomDad	-0.462959247299692	0.0878688831935383	-5.26875078496204	1.38209437696342e-07
tetMom	DNI:deltaMomDad	-0.17759709537316	0.0265111157488357	-6.69896722022948	2.13237972423306e-11
tetMom	MI:deltaMomDad	-0.130103070755611	0.0539634787562598	-2.41094669495374	0.015916558976197
tetMom	MNI:deltaMomDad	0.0982710541543764	0.075847216550502	1.29564483212042	0.195106865987347
tetMom	PI:deltaMomDad	-0.736451989992525	0.064078316340412	-11.4929984439692	1.63367779782933e-30
tetMom	PNI:deltaMomDad	-0.101998274230484	0.0383691529464337	-2.65834052612215	0.00785640629270862
tetDad	(Intercept)	5.02232506628363	0.0148564525955157	338.056816322329	0
tetDad	DI	1.01896691327872	0.192734021497853	5.28690734183674	1.25185599538328e-07
tetDad	DNI	1.39370099771124	0.0455282792385987	30.611765281251	5.63042258682288e-203
tetDad	MI	-0.0764355626422395	0.108720113850378	-0.703048956952262	0.48203016024839
tetDad	MNI	-0.276774287587698	0.153660291353	-1.80120892099489	0.0716790090021704
tetDad	PI	2.65396317868853	0.102370497582854	25.9250784293643	9.99885974309764e-147
tetDad	PNI	1.50258532779806	0.0633717902837299	23.710634038752	2.95827935758194e-123
tetDad	deltaMomDad	-0.149858777198201	0.00804233321966673	-18.6337438533057	4.22988749859769e-77
tetDad	DI:deltaMomDad	-0.581636540063173	0.0871644332314075	-6.67286550833207	2.54787381266554e-11
tetDad	DNI:deltaMomDad	-0.244976710222128	0.0262985745874308	-9.31520867823815	1.28953222590088e-20
tetDad	MI:deltaMomDad	-0.20373119756767	0.053530850399273	-3.80586514221408	0.000141562417806148
tetDad	MNI:deltaMomDad	0.0291746114230094	0.0752391449910964	0.38775841254525	0.698197305131427
tetDad	PI:deltaMomDad	-0.768008170305493	0.0635645967404943	-12.0823258494178	1.53973154700447e-33
tetDad	PNI:deltaMomDad	-0.245046507449906	0.0380615452091125	-6.43816497999766	1.22572236954578e-10
