target_id	category	PatMatFC	DadMomFC	MatMomFC	PatDadFC	PolyRank	DipRank	MomRank	DadRank
AsAa_g20793_AsAt_g19479	Not-organelle-targeted	5.29829477028782	5.46646119750968	NA	NA	207	181	NA	NA
AsAa_g14309_AsAt_g9401	Not-organelle-targeted	-5.26919664565302	-1.53461878264819	NA	-4.24412444881699	208	2335	NA	182
AsAa_g6123_AsAt_g13603	Not-organelle-targeted	-5.23724039177419	NA	NA	-7.37066616000987	210	NA	NA	60
AsAa_g2294_AsAt_g1514	Not-organelle-targeted	5.22870298614293	5.14594240283371	NA	-0.758658344933366	211	214	NA	2734
AsAa_g22221_AsAt_g18275	Not-organelle-targeted	5.19925305384425	NA	NA	6.10155664630441	212	NA	NA	94
AsAa_g7138_AsAt_g13231	Not-organelle-targeted	5.17755814313973	NA	NA	5.59658061556875	214	NA	NA	108
AsAa_g4541_AsAt_g5062	Not-organelle-targeted	5.16646694485675	4.70946783371068	NA	NA	215	292	NA	NA
AsAa_g2266_AsAt_g1540	Not-organelle-targeted	5.13458068056849	5.81796053851552	NA	NA	216	142	NA	NA
AsAa_g16825_AsAt_g16540	Not-organelle-targeted	5.0983821642357	1.20570236392524	-4.26243440147712	NA	217	3148	141	NA
AsAa_g2914_AsAt_g891	Not-organelle-targeted	-5.01950742859042	-4.95670478974433	NA	NA	224	245	NA	NA
AsAa_g22612_AsAt_g17895	Not-organelle-targeted	-5.01818887396677	-5.13812065772214	NA	NA	226	215	NA	NA
AsAa_g20007_AsAt_g16021	Not-organelle-targeted	5.0166173499298	5.36712374830676	NA	NA	227	192	NA	NA
AsAa_g14524_AsAt_g22217	Not-organelle-targeted	-4.96642955458226	1.53810874123002	-2.39110422957266	-8.88363804126408	231	2325	530	40
AsAa_g6978_AsAt_g13077	Not-organelle-targeted	4.92060980697911	5.46774792363416	NA	NA	235	180	NA	NA
AsAa_g23231_AsAt_g17181	Not-organelle-targeted	4.89696702117303	5.68831429382493	NA	NA	237	154	NA	NA
AsAa_g10154_AsAt_g8437	Not-organelle-targeted	4.89655817829892	NA	NA	5.42904942035677	238	NA	NA	117
AsAa_g20642_AsAt_g19613	Not-organelle-targeted	4.8372161533638	5.0450274167309	NA	NA	243	232	NA	NA
AsAa_g8067_AsAt_g11799	Not-organelle-targeted	4.83562993331721	6.65306176705591	NA	NA	244	98	NA	NA
AsAa_g1586_AsAt_g2055	Not-organelle-targeted	4.75867457879072	5.47317371116156	0.913429121404405	NA	248	179	1747	NA
AsAa_g5870_AsAt_g4126	Not-organelle-targeted	4.7583558628277	5.14697865928033	NA	NA	249	213	NA	NA
AsAa_g636_AsAt_g3146	Mitochondria-targeted_Non-interacting	4.75571191808466	7.39434701380019	NA	NA	250	65	NA	NA
AsAa_g15801_AsAt_g20907	Not-organelle-targeted	4.733653105011	5.96995049697095	NA	NA	254	134	NA	NA
