baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AsAt_g11337	160.731929530388	3.27948866498989	0.182403625871255	17.9792953639235	2.83067061001644e-72	3.12902329231217e-68
AsAt_g17893	161.115730935349	4.53514323589105	0.254466152376259	17.8221865404923	4.75413935258993e-71	2.62761282017645e-67
AsAt_g10964	78.5221407513689	5.90331737615975	0.373983404464914	15.7849714871869	3.94827670845155e-56	1.45480835784078e-52
AsAt_g803	120.809371176908	-5.04716216708525	0.337100450748007	-14.9722794967669	1.11435297577593e-50	3.07951444855678e-47
AsAt_g18609	97.7107474355477	6.82881242625518	0.458525750355417	14.8929747586956	3.66110962117265e-50	8.09398115048849e-47
AsAt_g12135	120.672660553811	2.63143229303999	0.18769294330124	14.0198786739502	1.17815900336318e-44	2.17056160386276e-41
AsAt_g18766	2500.63105628803	-7.80132419959049	0.569905125659893	-13.688812134401	1.18429493653623e-42	1.87017088978164e-39
AsAt_g16524	264.147606993255	2.56046277435977	0.188629525894266	13.5740296341253	5.70948242000989e-42	7.88907733384866e-39
AsAt_g20823	429.27499609668	3.0811653103941	0.241049235141377	12.7823069365351	2.05871159666795e-37	2.52855533217417e-34
AsAt_g18030	252.119117528033	-2.12135358461253	0.167761169988086	-12.6450810086934	1.19101723116275e-36	1.3165504473273e-33
AsAt_g19008	870.462155330732	1.24843091990799	0.100646823125239	12.4040767621102	2.48358865264787e-35	2.4957808151245e-32
AsAt_g22101	243.691171041733	3.59451424838192	0.291026438516609	12.351160488042	4.80137869137136e-35	4.42287000453492e-32
AsAt_g16540	185.192967965619	-4.26235843551376	0.348057804608435	-12.2461222793407	1.76222389250092e-34	1.49843253136194e-31
AsAt_g4135	125.262632336634	-6.24568722837095	0.511449369673324	-12.2117409830033	2.6906913854747e-34	2.12449304107409e-31
AsAt_g17994	288.506269758565	-2.5475528565249	0.209889603183071	-12.1375847964363	6.67678278016268e-34	4.92034379012788e-31
AsAt_g16808	126.000440335238	-5.02571813465332	0.418529796767041	-12.0080294723931	3.22436625661459e-33	2.22763403753861e-30
AsAt_g9229	1115.9158115656	2.16519065877546	0.181537875801135	11.9269361791327	8.56688075713558e-33	5.57048822878686e-30
AsAt_g15566	625.977940127904	1.58468118333074	0.133756924071196	11.8474702848822	2.21785257683412e-32	1.36200791024024e-29
AsAt_g15584	197.794906561946	2.08617056453095	0.178267689606946	11.7024603231839	1.23810908967977e-31	7.20318835648428e-29
AsAt_g3134	139.738185719156	1.79758214198553	0.156542799331129	11.483007520411	1.60595258647998e-30	8.87609994547487e-28
AsAt_g14073	1030.57678646076	-6.28978846523433	0.54811864897502	-11.4752316437257	1.7570649800944e-30	9.24885537617309e-28
AsAt_g6886	193.743086876612	3.50584617090224	0.31056790560408	11.2885011865057	1.49565328240844e-29	7.51497790170131e-27
AsAt_g3930	390.843107213515	-1.26427087254517	0.112209823990799	-11.2670248252848	1.90912282219026e-29	9.17541029412658e-27
AsAt_g15792	128.924416742416	1.64667096241333	0.146494460662071	11.2404998453274	2.57917829666635e-29	1.18792653713957e-26
AsAt_g19515	112.022102355575	2.14603476818223	0.192016916041473	11.1762797383889	5.3276845498801e-29	2.35568900057499e-26
AsAt_g10721	840.708546185566	1.5916729398729	0.142870461153075	11.1406719557484	7.95171075266101e-29	3.38070040999672e-26
AsAt_g20593	81.3073893973016	2.98013429268445	0.270042581654477	11.0357939641444	2.56773505903773e-28	1.05124975342974e-25
AsAt_g1207	674.412602893948	-1.48208268862794	0.134586837157416	-11.0120924150588	3.34151647567255e-28	1.31918296864587e-25
AsAt_g2977	131.607289796685	-9.99528777519912	0.92326627321826	-10.8260076915387	2.59211995567254e-27	9.88044620344975e-25
AsAt_g7201	123.67389515558	-9.90884029190275	0.921575307658295	-10.752067909763	5.79476790034594e-27	2.13517881234747e-24
AsAt_g2040	322.339425195462	7.75501002296622	0.72483628533878	10.6989815215192	1.02903010569008e-26	3.66932218977359e-24
AsAt_g17221	32.8025715326577	4.3516214344572	0.410812944955678	10.5927076736267	3.22136588618192e-26	1.08503146369062e-23
AsAt_g719	397.292810884283	-8.40914971515204	0.793900861774086	-10.5921911916818	3.23919289866025e-26	1.08503146369062e-23
AsAt_g17946	487.126710929151	2.22798408719476	0.211676274396062	10.525431315113	6.5958665379329e-26	2.14443260912677e-23
AsAt_g9194	713.475633163506	0.837061192056102	0.0799139087241849	10.4745369788523	1.13089653157703e-25	3.57169436001499e-23
AsAt_g9218	404.210692761312	1.47554931992335	0.143218007358133	10.3028197860174	6.84256036516835e-25	2.10104617434919e-22
AsAt_g18366	630.236101904605	-3.3405407934627	0.327453105633068	-10.2015853140388	1.95062172624363e-24	5.82761420591814e-22
AsAt_g7048	81.034213045181	-3.20341711497938	0.315142191899564	-10.1649896374406	2.84152240658544e-24	8.26583912694618e-22
AsAt_g5772	2635.64633200471	-2.93007193928378	0.289148484390872	-10.1334507958994	3.92546388347436e-24	1.11261737866476e-21
AsAt_g21075	157.412386848039	-3.93699616402767	0.390301909897536	-10.0870532892376	6.30333266439268e-24	1.74192598180492e-21
AsAt_g18105	26.2561666445715	4.22735248581958	0.423418209333232	9.98387030278293	1.79332152626558e-23	4.8349697930097e-21
AsAt_g18749	441.654356515418	1.74184358421396	0.175226281135576	9.940538445065	2.77324029181595e-23	7.29890432993655e-21
AsAt_g19523	537.038373910467	1.23663126419706	0.125193253933752	9.87777875676463	5.19721423531676e-23	1.33604665481841e-20
AsAt_g14037	101.339249455216	3.20764050668725	0.327392224170039	9.79754639811263	1.15353572588463e-22	2.8979963440747e-20
AsAt_g3553	164.874134928154	-2.52456794597874	0.257802644495897	-9.79263789522114	1.21094638063884e-22	2.97462250924038e-20
AsAt_g11424	499.423890002325	-2.25346141936466	0.230331783151412	-9.78354523432537	1.32486753934235e-22	3.115975697849e-20
AsAt_g15135	75.3223770008722	-9.19660933790626	0.939918299642814	-9.78447737574759	1.31271698517882e-22	3.115975697849e-20
AsAt_g12264	1980.5519344759	-5.47892348562163	0.560611626279514	-9.77311783914004	1.46861556993986e-22	3.38209927294068e-20
AsAt_g20976	91.3456525112888	2.1348236099062	0.219368612296271	9.73167303908997	2.20928947137742e-22	4.98397669726652e-20
AsAt_g12845	199.507811347256	1.77101293461769	0.182134332349054	9.72366336305889	2.39023878507622e-22	5.28433990604651e-20
AsAt_g7803	308.069246753381	1.73561493095531	0.179257966385297	9.68221923942163	3.58840641472811e-22	7.77769500164794e-20
AsAt_g7154	485.482219933051	2.26114319671255	0.237168905275607	9.53389397351622	1.51491733257034e-21	3.22036465273702e-19
AsAt_g6957	124.464266409677	2.9749982664152	0.313451105365913	9.49110791280281	2.28591611641345e-21	4.76764466996874e-19
AsAt_g19131	77.8480502903574	2.82848993269504	0.299164623181123	9.45462702982293	3.24175590511657e-21	6.63599440280713e-19
AsAt_g9226	172.801630965713	2.50658992892343	0.267937144461472	9.35514160965416	8.34878031528168e-21	1.67795304736589e-18
AsAt_g17	175.489615044648	-2.06267628354494	0.220833177934826	-9.34042747939666	9.59459511015252e-21	1.89390454192189e-18
AsAt_g9366	241.379533406637	-9.71437095932558	1.04649057748098	-9.28280786121286	1.65070010032602e-20	3.20119980859716e-18
AsAt_g19300	82.7882789911866	-8.750588941657	0.946122154497537	-9.24889973251311	2.26815351579681e-20	4.32278775234793e-18
AsAt_g22077	217.480569869499	1.37205125728554	0.149018782463243	9.20723706505904	3.3462707070771e-20	6.26943667729327e-18
AsAt_g10820	391.296150641745	-3.21669594245294	0.35062974347387	-9.17405326366062	4.55559810008608e-20	8.39293023305859e-18
AsAt_g17957	228.950309914461	-3.06495497448693	0.335630574327025	-9.1319301903067	6.72887022295021e-20	1.21935953187691e-17
AsAt_g13115	126.788549071441	2.71764757152939	0.297809286879817	9.12546280877439	7.14303976816737e-20	1.27353486447294e-17
AsAt_g5732	500.973867897769	-3.19496724425579	0.353253253051578	-9.04440997119223	1.504756036191e-19	2.64024971810403e-17
AsAt_g9188	1182.25777180773	1.08262122416415	0.119887954316441	9.03027522937458	1.71240562342474e-19	2.95764558770892e-17
AsAt_g13455	121.207118988616	-8.18321616156398	0.907005625887708	-9.022233079927	1.84293608561124e-19	3.13412546005332e-17
AsAt_g1425	414.387699273553	1.12314163647325	0.124565426965112	9.0164796431663	1.94230496880096e-19	3.25306653410998e-17
AsAt_g3097	419.017492221673	-2.67904026875193	0.298173319453952	-8.98484235161647	2.59105485224999e-19	4.27485378160768e-17
AsAt_g3332	211.242783528216	-2.60173958517419	0.290506289204739	-8.95588041242225	3.37035166067851e-19	5.47880400840297e-17
AsAt_g18057	67.8641704846096	2.16581074139362	0.242258806107772	8.94007023393869	3.8892310665268e-19	6.23066089991119e-17
AsAt_g11368	779.143263695532	-1.79105224191516	0.200494699715158	-8.93316503857557	4.1399139631878e-19	6.53751556415399e-17
AsAt_g3299	180.637735002291	-3.66222412930443	0.410479759888812	-8.92181414814807	4.58711527075674e-19	7.1416862257669e-17
AsAt_g16412	31.3986182502191	8.92898898585972	1.00098442731118	8.92020768978849	4.65414578388042e-19	7.14540659652974e-17
AsAt_g7689	45.0413007426667	4.26309258463553	0.478461851591435	8.90999474766034	5.1034981418954e-19	7.72795458363174e-17
AsAt_g6264	346.229386476453	-0.883733658977217	0.0993614080730388	-8.8941338102576	5.88767184984908e-19	8.79490873354484e-17
AsAt_g10846	19.0663715919563	4.5108759402489	0.508292252778272	8.87457150014175	7.02031746388828e-19	1.03470118994428e-16
