response	term	estimate	std.error	statistic	p.value
tetMom	(Intercept)	0.084786742899057	0.016777064864182	5.05372921815849	4.34131342302259e-07
tetMom	DNI	-0.188712712101374	0.13430431801467	-1.40511276845739	0.159991278001111
tetMom	MI	-0.645190198390811	0.336696317048666	-1.91623776596747	0.05533807433465
tetMom	MNI	0.880823473459389	0.400258503088384	2.20063650531589	0.0277643552589741
tetMom	PI	-0.906454958623663	0.321321764749714	-2.82101948285303	0.00478820099822359
tetMom	PNI	-0.917601965416191	0.157745903886468	-5.81696223362228	6.01332934987105e-09
tetMom	dipMom	0.615825029223127	0.00381678625154981	161.346480687272	0
tetMom	dipDad	0.0985245982837637	0.0035086903709515	28.0801632140157	9.95067651706569e-173
tetMom	DNI:dipMom	0.126537483125247	0.0210011545278648	6.02526318052441	1.69502418132086e-09
tetMom	MI:dipMom	0.0676905677282284	0.0601797420612945	1.12480654468881	0.260674088592981
tetMom	MNI:dipMom	-0.0819611423763935	0.0637606030173582	-1.2854511798466	0.198638049324546
tetMom	PI:dipMom	0.188432675375892	0.0439520825468069	4.28722973877792	1.81107420261767e-05
tetMom	PNI:dipMom	0.171426841971651	0.0272959870754002	6.28029466375828	3.39503621076971e-10
tetMom	DNI:dipDad	-0.0147926120464668	0.0194409123793284	-0.760901122222838	0.446718167120521
tetMom	MI:dipDad	0.0248677027736928	0.0531935483971878	0.467494715487103	0.640147129699832
tetMom	MNI:dipDad	-0.15815205510614	0.0726298622280373	-2.17750729871395	0.0294453851047395
tetMom	PI:dipDad	0.0248339827947604	0.0419284951503689	0.59229368251109	0.553655467417811
tetMom	PNI:dipDad	0.0666777685733643	0.0236580533861518	2.81839623425628	0.00482749747067951
tetMom	dipMom:dipDad	0.0175173053296433	0.000447787288108495	39.1197021327657	0
tetMom	DNI:dipMom:dipDad	-0.0104523324260737	0.00198198139230191	-5.27367838400043	1.34031141297921e-07
tetMom	MI:dipMom:dipDad	-0.000726155787729007	0.00766353020704857	-0.0947547368001658	0.924509855589726
tetMom	MNI:dipMom:dipDad	0.0167075481443165	0.00873154347049036	1.91347019009666	0.0556911273458871
tetMom	PI:dipMom:dipDad	-0.0132806874825239	0.0034114441959029	-3.89298101328282	9.90928832123527e-05
tetMom	PNI:dipMom:dipDad	-0.0154056019628007	0.00261550973762786	-5.89009543385329	3.87369862156634e-09
tetDad	(Intercept)	-0.188237323160702	0.0172544870182046	-10.9094708502257	1.0819285752709e-27
tetDad	DNI	-0.975467148343217	0.138126193731321	-7.06214456499588	1.65160944914446e-12
tetDad	MI	-1.38887627288031	0.346277628335126	-4.01087497207922	6.0544049955146e-05
tetDad	MNI	0.00638760025808415	0.411648592967472	0.0155171191331848	0.987619662222597
tetDad	PI	-0.844758933341453	0.330465564949752	-2.556269163687	0.0105817882771862
tetDad	PNI	-0.159502591932412	0.162234852926803	-0.983158606519502	0.325532086835571
tetDad	dipMom	0.12024637322447	0.00392539990527354	30.632897571258	5.38238688784725e-205
tetDad	dipDad	0.579317884926106	0.00360853659126829	160.540947908885	0
tetDad	DNI:dipMom	0.23229522736226	0.0215987809012992	10.7550156846254	5.83351514715816e-27
tetDad	MI:dipMom	0.0756896114485393	0.0618922670062727	1.22292517481818	0.221361234159901
tetDad	MNI:dipMom	-0.0361196386466696	0.0655750279290313	-0.550813926999164	0.581762634400386
tetDad	PI:dipMom	0.263190974093493	0.0452028196747341	5.822445944464	5.81932458609274e-09
tetDad	PNI:dipMom	0.0940180498960418	0.0280727444552642	3.34908651506681	0.000811124943382359
tetDad	DNI:dipDad	0.0468331797610215	0.0199941392005538	2.34234538887897	0.0191651885306269
tetDad	MI:dipDad	0.23112349853709	0.0547072683870359	4.22473110706182	2.39466639994466e-05
tetDad	MNI:dipDad	0.0841976616902347	0.074696678178979	1.12719419046307	0.259663459837146
tetDad	PI:dipDad	-0.00999046030893667	0.0431216473871676	-0.231680859018148	0.816786437931392
tetDad	PNI:dipDad	-0.00417055932667152	0.0243312866900125	-0.171407265871536	0.863903936122077
tetDad	dipMom:dipDad	0.0180128569836044	0.000460529896744951	39.1133281702669	0
tetDad	DNI:dipMom:dipDad	-0.0176960896972967	0.00203838230826699	-8.6814380332518	3.97319059052141e-18
tetDad	MI:dipMom:dipDad	-0.0167314632297513	0.00788161001591177	-2.12284840229002	0.0337693412001297
tetDad	MNI:dipMom:dipDad	-0.00528339645798174	0.00898001555576693	-0.588350479480936	0.556298579427157
tetDad	PI:dipMom:dipDad	-0.0160417187250134	0.00350852309793499	-4.57221408473985	4.83253366194e-06
tetDad	PNI:dipMom:dipDad	-0.00740505737061379	0.00268993886470785	-2.75287199563104	0.005908709571854
