response	term	estimate	std.error	statistic	p.value
tetMom	(Intercept)	-0.149417973964584	0.0170448452515191	-8.76616782139847	1.88057574574278e-18
tetMom	DNI	-0.325140688376251	0.136447962483482	-2.38289148814231	0.0171793663367505
tetMom	MI	0.821910225086368	0.342070360179819	2.40275195037157	0.0162742781501889
tetMom	MNI	-0.279655976656099	0.40664706854126	-0.687711773404127	0.491636117073408
tetMom	PI	0.793721699203983	0.32645041313494	2.43136987201757	0.0150438327575977
tetMom	PNI	-0.305550043161189	0.160263701819868	-1.9065455227324	0.0565827192028475
tetMom	dipMom	0.670629312940711	0.00387770635343277	172.944842083525	0
tetMom	dipDad	0.085807190606172	0.00356469292409089	24.0714116007778	1.29215718968832e-127
tetMom	DNI:dipMom	0.0816935945386435	0.021336356027026	3.82884473970931	0.000128835316385805
tetMom	MI:dipMom	-0.223803349935063	0.0611402768610034	-3.66048963834199	0.000251880891916431
tetMom	MNI:dipMom	0.0055264622907412	0.064778292292035	0.0853134915293332	0.932012360038864
tetMom	PI:dipMom	-0.0295533568989762	0.0446536060721634	-0.66183584033988	0.508078167091683
tetMom	PNI:dipMom	0.046003035499088	0.0277316610178312	1.65886332843563	0.0971468995248336
tetMom	DNI:dipDad	0.0781517518745855	0.0197512106996405	3.95680817054966	7.60174086052333e-05
tetMom	MI:dipDad	0.0321953923433229	0.0540425758706432	0.595741261859652	0.551349621036551
tetMom	MNI:dipDad	0.116002095362805	0.0737891146239189	1.57207598917582	0.115936524518682
tetMom	PI:dipDad	-0.0296961406759275	0.0425977199976661	-0.697129815341162	0.48572339840193
tetMom	PNI:dipDad	0.092784185163512	0.0240356619100903	3.8602716875694	0.000113341881801922
tetMom	dipMom:dipDad	0.0156472113754635	0.000454934465187742	34.394429468003	1.58200417897785e-257
tetMom	DNI:dipMom:dipDad	-0.0132861456377424	0.00201361599282483	-6.59815261950901	4.18662162950207e-11
tetMom	MI:dipMom:dipDad	0.0125751057907853	0.0077858485686825	1.61512334588254	0.106287571340175
tetMom	MNI:dipMom:dipDad	-0.0093749193576447	0.00887090849718048	-1.05681614917169	0.290598403815199
tetMom	PI:dipMom:dipDad	-0.0025361802280576	0.00346589459324911	-0.731753421756561	0.464321032004928
tetMom	PNI:dipMom:dipDad	-0.0108315331499154	0.00265725614656744	-4.07620965103695	4.58159015504133e-05
tetDad	(Intercept)	-0.470899059183268	0.0174231163433574	-27.0272579200677	3.20599191170191e-160
tetDad	DNI	-0.842424600333415	0.139476110817251	-6.03992035193184	1.54805968095666e-09
tetDad	MI	0.730767744492896	0.349661824151556	2.08992716395644	0.0366272065024343
tetDad	MNI	0.758918977210256	0.41567166385674	1.82576548559686	0.0678889815672334
tetDad	PI	1.3117606813247	0.333695228349476	3.93101420063133	8.46529492224109e-05
tetDad	PNI	-0.0216955147743423	0.163820385648607	-0.132434768044552	0.894640718740864
tetDad	dipMom	0.162792077219244	0.00396376311689975	41.0700822471377	0
tetDad	dipDad	0.582628336719427	0.00364380307525779	159.895670728091	0
tetDad	DNI:dipMom	0.13498259012384	0.0218098673186274	6.18906058215922	6.07896491101709e-10
tetDad	MI:dipMom	-0.359708667134749	0.062497144520535	-5.75560163419239	8.66193811538593e-09
tetDad	MNI:dipMom	-0.229983320609224	0.0662158973269381	-3.47323422159019	0.000514473412041291
tetDad	PI:dipMom	-0.0809278460857987	0.0456445900367687	-1.77299973601708	0.0762322091150175
tetDad	PNI:dipMom	-0.00851293352637133	0.0283471013774771	-0.300310547205902	0.763940998240007
tetDad	DNI:dipDad	0.157567925057913	0.0201895433407547	7.80443234393745	6.04237255013274e-15
tetDad	MI:dipDad	0.155177151582872	0.0552419264003008	2.80904670953015	0.00496993885904266
tetDad	MNI:dipDad	0.11319601949057	0.075426694111599	1.50074215533149	0.133425853056239
tetDad	PI:dipDad	-0.0104931063064033	0.0435430783048589	-0.240982188556761	0.809569482699919
tetDad	PNI:dipDad	0.110699667505922	0.024569078080177	4.50565003475802	6.62550826883197e-06
tetDad	dipMom:dipDad	0.0161584543576004	0.000465030688082233	34.7470710465091	9.35988914432258e-263
tetDad	DNI:dipMom:dipDad	-0.0195501983305163	0.00205830356310834	-9.49820943854977	2.18633153773328e-21
tetDad	MI:dipMom:dipDad	0.0146081686366658	0.00795863754948598	1.83551123491097	0.0664333486586749
tetDad	MNI:dipMom:dipDad	0.00227573895403076	0.0090677778845706	0.250969860863385	0.801837997112564
tetDad	PI:dipMom:dipDad	-0.00273388233592589	0.00354281214296214	-0.771670138185788	0.440311893650993
tetDad	PNI:dipMom:dipDad	-0.0092601300385183	0.00271622782797748	-3.40918752953557	0.00065185878916453
