baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gohir.D06G008300_Gohir.A06G010900	230.56942931631	-11.2786146762566	0.989792407786242	-11.3949294695867	0.00000000000000000000000000000443188752315721	0.00000000000000000000000000081849726817982
Gohir.D12G214800_Gohir.A12G212300	229.607714759577	-11.2726859902262	0.961978962843833	-11.7182250606619	0.00000000000000000000000000000010280332803325	0.0000000000000000000000000000216353190008581
Gohir.D09G013100_Gohir.A09G014500	1093.6951002587	-10.820977061562	0.788039055460618	-13.7315238205256	0.000000000000000000000000000000000000000000657362398282959	0.00000000000000000000000000000000000000036053339534919
Gohir.D01G110600_Gohir.A01G122800	343.078025802586	-10.7061190183953	1.13127351208728	-9.46377591626072	0.00000000000000000000297019401577283	0.000000000000000000255988292816536
Gohir.D03G049700_Gohir.A02G139100	1317.43476759812	-10.5102160369252	0.533213999656784	-19.71106543281	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000173280025906171	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000448027884125113
Gohir.D06G006200_Gohir.A06G003200	196.479754383602	-10.4698708003404	1.01180111240199	-10.3477557713741	0.000000000000000000000000428410226299139	0.0000000000000000000000531081964780008
Gohir.D03G054425_Gohir.A02G126700	191.156874315325	-10.4308521037145	0.974861618120278	-10.6998284780431	0.0000000000000000000000000101966786298473	0.00000000000000000000000143061772497369
Gohir.D13G108600_Gohir.A13G105900	40839.3715223035	-10.1046260453678	0.366176573718021	-27.5949549223458	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127916648873867	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000231516342796812
Gohir.D10G066200_Gohir.A10G064700	95.9125761000811	-10.0128318433757	1.04781178568309	-9.55594504679882	0.0000000000000000000012246107599265	0.000000000000000000108118195823949
Gohir.D07G029900_Gohir.A07G026000	1168.87790245532	-9.92747118108614	0.844710216099905	-11.7525170074562	0.0000000000000000000000000000000685461935416028	0.0000000000000000000000000000149926006459617
Gohir.D03G073900_Gohir.A02G122500	87.3717040808949	-9.87799586781954	0.984757022267979	-10.0308966013461	0.0000000000000000000000111499465082515	0.00000000000000000000115978667731519
Gohir.D02G039550_Gohir.A02G033000	191.28003912306	-9.85304930843782	0.955913890009889	-10.3074653600189	0.000000000000000000000000651981496470565	0.0000000000000000000000791960611048373
Gohir.D10G173500_Gohir.A10G167400	1715.40341334571	-9.71510250213327	0.502704851486889	-19.3256589296844	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000326784687526022	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000739309507441684
Gohir.D08G182766_Gohir.A08G162800	74.7455217564561	-9.65308370885673	1.00304246940248	-9.62380358092629	0.000000000000000000000634408808197575	0.0000000000000000000571251991023279
Gohir.D09G246300_Gohir.A09G245400	60.469452111605	-9.34751201704336	1.12958104131684	-8.27520264163271	0.000000000000000128237340577444	0.00000000000000674699891602081
Gohir.D01G188900_Gohir.A01G198700	58.3537991995427	-9.2965899570166	0.98857863087483	-9.40399647197482	0.00000000000000000000525290595705417	0.000000000000000000438121405146191
Gohir.D11G043400_Gohir.A11G040200	58.0417915992868	-9.28842857203179	1.18211500324939	-7.85746610651229	0.00000000000000391982024598874	0.000000000000168115702919787
Gohir.D02G127400_Gohir.A03G102500	82.5141076445776	-9.21705646995318	1.08525409732453	-8.49299393817167	0.0000000000000000201380807177373	0.00000000000000116447004124705
Gohir.D12G107350_Gohir.A12G103900	74.2829515698062	-9.06490870503933	1.05437001367243	-8.59746444558469	0.00000000000000000814966167907415	0.000000000000000488413002415772
Gohir.D12G209400_Gohir.A12G207000	48.1529529523005	-9.01876280197567	0.97841342003121	-9.21774233400027	0.0000000000000000000303421246521153	0.00000000000000000236707807792515
Gohir.D03G069200_Gohir.A02G110000	45.6346840513124	-8.94098901659801	1.11194201552595	-8.04087703473358	0.000000000000000891977325802321	0.0000000000000422615120934456
Gohir.D12G149650_Gohir.A12G145000	634.020319089006	-8.93100189249821	0.482885345645221	-18.4950775024345	0.000000000000000000000000000000000000000000000000000000000000000000000000000226216621432134	0.000000000000000000000000000000000000000000000000000000000000000000000000454921625700022
Gohir.D07G184750_Gohir.A05G292400	37.3630750385017	-8.65156690075454	1.00552419605885	-8.6040365161419	0.0000000000000000076960478842237	0.000000000000000462760035403869
