Category1	Category2	estimate	SE	df	t.ratio	p.value
AreNot-organelle-targeted	Dual-targeted_Interacting	0.253719237314136	0.142964082655634	39253	1.77470615416939	1
AreNot-organelle-targeted	Dual-targeted_Non-interacting	0.0151080999018364	0.0390285630298346	39253	0.387103667903102	1
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.0537162400237862	0.0855953608760278	39253	-0.627560179360494	1
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	0.305272505359595	0.106813423482953	39253	2.85799757563538	0.0853095780507915
AreNot-organelle-targeted	Plastid-targeted_Interacting	-0.13829770641567	0.0887497972301175	39253	-1.55828757621925	1
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	0.0401222380669664	0.054475219388352	39253	0.736522744056087	1
Dual-targeted_Interacting	Dual-targeted_Non-interacting	-0.238611137412299	0.147369591581619	39253	-1.61913414328862	1
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	-0.307435477337922	0.165894947464524	39253	-1.85319373517187	0.957931414504711
Dual-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.0515532680454594	0.177774225429078	39253	0.289992927383201	1
Dual-targeted_Interacting	Plastid-targeted_Interacting	-0.392016943729806	0.167544305481108	39253	-2.33978076786387	0.328100798240346
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-0.213596999247169	0.152191055315904	39253	-1.40347932277494	1
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	-0.0688243399256226	0.0927665532229373	39253	-0.741908991274295	1
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	0.290164405457759	0.112641799654992	39253	2.57599227237576	0.179980373437985
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-0.153405806317506	0.0956848687189018	39253	-1.60323997275028	1
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.02501413816513	0.065166073387732	39253	0.383852162095117	1
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.358988745383381	0.135983499369737	39253	2.63994342730728	0.1576100428159
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-0.0845814663918836	0.122306709436063	39253	-0.691552137915211	1
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	0.0938384780907526	0.100249459809514	39253	0.936049713076329	1
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-0.443570211775265	0.137990843195224	39253	-3.21449019010427	0.0274642223888142
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-0.265150267292629	0.11888017422914	39253	-2.23039938334507	0.411625121687352
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.178419944482636	0.102955888112282	39253	1.73297465306747	1
