Category1	Category2	estimate	SE	df	t.ratio	p.value	model
AreNot-organelle-targeted	Dual-targeted_Non-interacting	0.0772207581088974	0.0212631344154772	39232	3.6316733271784	0.00592090705032057	Aidm4full
AreNot-organelle-targeted	Plastid-targeted_Interacting	0.186341726271046	0.0611780874888013	39232	3.04589002239006	0.0464293225723027	Aidm4full
AreNot-organelle-targeted	Dual-targeted_Non-interacting	0.195427255512177	0.034234716878066	39232	5.70845251059711	2.41140245263882e-07	Aidm4Mom
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	0.225360003723404	0.0680796360737113	39232	3.310241016556	0.0177269427105742	Aidm4Mom
AreNot-organelle-targeted	Plastid-targeted_Interacting	0.369827982891964	0.0984998008005898	39232	3.75460640413549	0.00347729117109459	Aidm4Mom
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-0.107970405642003	0.0331600158802647	39232	-3.25604203664636	0.0237452950081756	Aidm4Dad
