Category1	Category2	estimate	SE	df	t.ratio	p.value
AreNot-organelle-targeted	Dual-targeted_Interacting	-0.148265856484116	0.0920342901146335	39246	-1.61098495245025	1
AreNot-organelle-targeted	Dual-targeted_Non-interacting	0.00619094661501982	0.0249910716406287	39246	0.247726336191002	1
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	-0.0192391257951709	0.0550110864863606	39246	-0.349731790880753	1
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.0784418420417997	0.0684345217078263	39246	-1.14623204903365	1
AreNot-organelle-targeted	Plastid-targeted_Interacting	0.031455203174579	0.0579345991620146	39246	0.542943312451584	1
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	0.0100769565308649	0.0348144723445147	39246	0.289447343367611	1
Dual-targeted_Interacting	Dual-targeted_Non-interacting	0.154456803099136	0.0948444710284103	39246	1.62852722382593	1
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	0.129026730688945	0.10675738690752	39246	1.20859768514863	1
Dual-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.0698240144423161	0.114254994570439	39246	0.611124395085145	1
Dual-targeted_Interacting	Plastid-targeted_Interacting	0.179721059658695	0.108292833571642	39246	1.65958405308324	1
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	0.158342813014981	0.097892632549845	39246	1.61751511723168	1
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	-0.0254300724101907	0.0595934792084206	39246	-0.426725755031893	1
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	-0.0846327886568195	0.0721695703820772	39246	-1.1726935356378	1
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	0.0252642565595591	0.0623023346899446	39246	0.405510590980095	1
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.00388600991584512	0.0416798585935869	39246	0.0932347192858049	1
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.0592027162466288	0.087235960840679	39246	-0.678650360196663	1
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	0.0506943289697499	0.0792669343577813	39246	0.639539416788022	1
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	0.0293160823260358	0.0643341012764179	39246	0.455684959366672	1
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	0.109897045216379	0.0891084227637882	39246	1.23329581882173	1
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.0885187985726646	0.0761310758627091	39246	1.1627157185102	1
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	-0.021378246643714	0.0668511385893899	39246	-0.31978881878172	1
