response	term	estimate	std.error	statistic	p.value
tetMom	(Intercept)	4.87822258574405	0.0138497989534862	352.223350109796	0
tetMom	DI	0.814917468791176	0.18330616257434	4.44566324092178	8.78610549449368e-06
tetMom	DNI	1.59827378679996	0.0488657052841537	32.7074740353385	1.59536056884781e-231
tetMom	MI	0.0553241786850529	0.109212814662338	0.506572226492862	0.612457845603959
tetMom	MNI	0.517885854461073	0.135997888287397	3.80804335260451	0.000140283771569702
tetMom	PI	2.66809643815617	0.112944621533812	23.6230499684079	1.60567102090248e-122
tetMom	PNI	1.64619600629145	0.0681742183355964	24.1468996122235	6.92175485689486e-128
tetMom	deltaMomDad	0.334063514033204	0.00792884098874978	42.1327044529215	0
tetMom	DI:deltaMomDad	0.770592983250598	0.148677972093074	5.18296673274638	2.19463724954724e-07
tetMom	DNI:deltaMomDad	0.298279419425892	0.0320542693789904	9.30545057506116	1.40096549773368e-20
tetMom	MI:deltaMomDad	0.126282445082328	0.0597253751749233	2.11438512880786	0.0344886750266168
tetMom	MNI:deltaMomDad	0.100130653411732	0.0883211757161798	1.1337106033722	0.256922885520171
tetMom	PI:deltaMomDad	0.372169782094239	0.0741715539959056	5.01768888534792	5.25248698090098e-07
tetMom	PNI:deltaMomDad	0.257425233896883	0.0487145118106491	5.28436443944018	1.26814219089263e-07
tetDad	(Intercept)	5.17917051257652	0.0142358498561443	363.811824718084	0
tetDad	DI	0.565942816847388	0.18841565981414	3.00369309751458	0.00266892357130437
tetDad	DNI	1.57121009324864	0.0502277936218493	31.2816864917029	3.38269133919035e-212
tetDad	MI	-0.121671382984901	0.112257025327332	-1.08386430720141	0.278431625697649
tetDad	MNI	0.531695726939683	0.139788709201785	3.80356704039795	0.000142843351887476
tetDad	PI	2.63168975210924	0.116092853016445	22.6688351929506	4.85226878853677e-113
tetDad	PNI	1.64164857136296	0.0700745144059479	23.4271844090527	1.5223234605992e-120
tetDad	deltaMomDad	-0.0891801365384603	0.00814985042224549	-10.9425488712085	7.91471469915514e-28
tetDad	DI:deltaMomDad	0.872405636382247	0.152822239134399	5.70863011380833	1.14708756166219e-08
tetDad	DNI:deltaMomDad	0.349595355869317	0.0329477538020759	10.610597553005	2.88781330879649e-26
tetDad	MI:deltaMomDad	-0.00428021601797593	0.0613901672109167	-0.0697215240230653	0.944415664998291
tetDad	MNI:deltaMomDad	-0.129913542883181	0.0907830504136803	-1.43103302093497	0.152428713922705
tetDad	PI:deltaMomDad	0.46585538414059	0.076239020496166	6.11045867468899	1.00277947582937e-09
tetDad	PNI:deltaMomDad	0.391013731451352	0.0500723857639253	7.80896946462373	5.90836010176064e-15
