gene	Targeting	plantID	dipDelta	tetDelta
AUR62001508_AUR62009862	Not-organelle-targeted	Plant5	1.2282866839141	0.28615412232772
AUR62031563_AUR62012439	Not-organelle-targeted	Plant2	1.72492034472852	-0.0385518292435396
AUR62031563_AUR62012439	Not-organelle-targeted	Plant3	2.1977142322571	-0.0420981078947484
AUR62031563_AUR62012439	Not-organelle-targeted	Plant4	1.17782993614469	0.0525621787615798
AUR62031563_AUR62012439	Not-organelle-targeted	Plant5	1.55815351964439	-0.01746211242145
AUR62010123_AUR62013119	Not-organelle-targeted	Plant2	-5.62322829439111	-0.11267392428688
AUR62010123_AUR62013119	Not-organelle-targeted	Plant3	-3.78504072692066	-0.19634176644642
AUR62010123_AUR62013119	Not-organelle-targeted	Plant4	-2.26529390692921	0.18828163435855
AUR62010123_AUR62013119	Not-organelle-targeted	Plant5	-3.12664024938082	0.307161582030839
AUR62035808_AUR62027549	Not-organelle-targeted	Plant2	-1.03071216524093	0.00380246718680999
AUR62035808_AUR62027549	Not-organelle-targeted	Plant3	0.304077633549801	0.16661481952564
AUR62035808_AUR62027549	Not-organelle-targeted	Plant4	0.833317029181811	-1.07107561628733
AUR62035808_AUR62027549	Not-organelle-targeted	Plant5	0.482332706216891	-0.87336181451014
AUR62013344_AUR62011143	Dual-targeted_Non-interacting	Plant2	-0.0380424464780598	-1.14014764894779
AUR62013344_AUR62011143	Dual-targeted_Non-interacting	Plant3	-0.40582525852222	-0.70170493416965
AUR62013344_AUR62011143	Dual-targeted_Non-interacting	Plant4	-0.0424817735554797	-1.53010348475685
AUR62013344_AUR62011143	Dual-targeted_Non-interacting	Plant5	-1.33000265674239	-0.99094375005859
AUR62010671_AUR62017212	Not-organelle-targeted	Plant2	-0.0810959025862701	-0.47788749971961
AUR62010671_AUR62017212	Not-organelle-targeted	Plant3	0.30575327060593	-0.0756996758915696
AUR62010671_AUR62017212	Not-organelle-targeted	Plant4	0.46813109139409	-0.4435182325911
AUR62010671_AUR62017212	Not-organelle-targeted	Plant5	0.403756440494069	-0.304035363174321
AUR62022602_AUR62004396	Not-organelle-targeted	Plant2	1.39974320768344	0.891206106556011
AUR62022602_AUR62004396	Not-organelle-targeted	Plant3	1.5472493039626	0.0371774885989398
AUR62022602_AUR62004396	Not-organelle-targeted	Plant4	2.25821684289689	-0.383957707823409
AUR62022602_AUR62004396	Not-organelle-targeted	Plant5	1.93912747062765	0.0515648516498501
AUR62040325_AUR62042119	Not-organelle-targeted	Plant2	0.0344974426404292	0.10822416775557
AUR62040325_AUR62042119	Not-organelle-targeted	Plant3	-0.19116644964812	-0.23231828871564
AUR62040325_AUR62042119	Not-organelle-targeted	Plant4	-1.14513033293685	-0.229788224789869
AUR62040325_AUR62042119	Not-organelle-targeted	Plant5	-1.72442857034806	-0.12244343378875
AUR62000129_AUR62019309	Not-organelle-targeted	Plant2	0.722061310933089	0.28568295369752
AUR62000129_AUR62019309	Not-organelle-targeted	Plant3	0.52036618862013	0.2361426119701
AUR62000129_AUR62019309	Not-organelle-targeted	Plant4	0.887649377932611	0.32453618922558
AUR62000129_AUR62019309	Not-organelle-targeted	Plant5	1.12921735567045	0.35390197471586
AUR62040153_AUR62037900	Not-organelle-targeted	Plant2	1.24607307786769	0.398512309242369
AUR62040153_AUR62037900	Not-organelle-targeted	Plant3	1.20607276306268	0.650744710537701
AUR62040153_AUR62037900	Not-organelle-targeted	Plant4	1.86027459377767	0.35833623097248
AUR62040153_AUR62037900	Not-organelle-targeted	Plant5	1.72520797152989	0.21309212203127
AUR62042911_AUR62035140	Not-organelle-targeted	Plant2	6.24156078503313	0.352078496486566
AUR62042911_AUR62035140	Not-organelle-targeted	Plant3	4.32092149252205	3.36482913697906
AUR62042911_AUR62035140	Not-organelle-targeted	Plant4	6.16895949103925	3.71294749658289
AUR62042911_AUR62035140	Not-organelle-targeted	Plant5	4.51593222974299	3.35037350995623
AUR62033911_AUR62041914	Not-organelle-targeted	Plant2	1.28892134066865	-0.19195563104237
AUR62033911_AUR62041914	Not-organelle-targeted	Plant3	1.1222883675386	0.16993302197275
AUR62033911_AUR62041914	Not-organelle-targeted	Plant4	0.869082811174851	0.10052325596144
AUR62033911_AUR62041914	Not-organelle-targeted	Plant5	0.996647569298321	0.14172229309087
AUR62016573_AUR62003727	Not-organelle-targeted	Plant2	1.86633542428835	0.67640684270097
AUR62016573_AUR62003727	Not-organelle-targeted	Plant3	1.43644494121944	0.55300982349529
AUR62016573_AUR62003727	Not-organelle-targeted	Plant4	0.989054080579501	0.71079823172826
AUR62016573_AUR62003727	Not-organelle-targeted	Plant5	0.381359907114339	0.54024669143693
AUR62015229_AUR62017693	Not-organelle-targeted	Plant2	-1.33569473023363	0.23131507575503
AUR62015229_AUR62017693	Not-organelle-targeted	Plant3	-0.582476014795559	0.18054467231919
AUR62015229_AUR62017693	Not-organelle-targeted	Plant4	-0.408545455731369	0.138622165872301
AUR62015229_AUR62017693	Not-organelle-targeted	Plant5	-0.27166218282459	0.3468951330789
AUR62034533_AUR62014464	Not-organelle-targeted	Plant2	1.13545367534414	0.154302012378169
AUR62034533_AUR62014464	Not-organelle-targeted	Plant3	-0.206103045279301	0.381650433143411
AUR62034533_AUR62014464	Not-organelle-targeted	Plant4	-0.3471018670765	-0.519836641966959
AUR62034533_AUR62014464	Not-organelle-targeted	Plant5	-0.328489798238399	-0.49988373418509
AUR62028698_AUR62008120	Not-organelle-targeted	Plant2	0.49480482950593	0.21356821841103
AUR62028698_AUR62008120	Not-organelle-targeted	Plant3	0.79156494989319	0.119732179620359
AUR62028698_AUR62008120	Not-organelle-targeted	Plant4	-0.29095023485224	0.0858920350159993
AUR62028698_AUR62008120	Not-organelle-targeted	Plant5	-0.346376358885	0.10848640554012
AUR62018235_AUR62037768	Not-organelle-targeted	Plant2	1.79160360758465	0.0930323053855187
AUR62018235_AUR62037768	Not-organelle-targeted	Plant3	1.99154251329239	0.0931473684333195
AUR62018235_AUR62037768	Not-organelle-targeted	Plant4	2.01249105887875	0.403203223713959
AUR62018235_AUR62037768	Not-organelle-targeted	Plant5	1.4758226785743	0.16623389814225
AUR62002238_AUR62015450	Not-organelle-targeted	Plant2	0.0340271127489	0.307737805321921
AUR62002238_AUR62015450	Not-organelle-targeted	Plant3	0.43198039198499	1.05958274927689
AUR62002238_AUR62015450	Not-organelle-targeted	Plant4	0.88750563299989	0.54458980021543
AUR62002238_AUR62015450	Not-organelle-targeted	Plant5	0.82362921535941	0.16461330940577
AUR62011165_AUR62013320	Not-organelle-targeted	Plant2	-1.10435541703127	-0.91875543889491
AUR62011165_AUR62013320	Not-organelle-targeted	Plant3	-0.524268921173	-0.269682261444499
AUR62011165_AUR62013320	Not-organelle-targeted	Plant4	-0.28446355949842	-0.000998351194609448
AUR62011165_AUR62013320	Not-organelle-targeted	Plant5	-0.5924221910075	-0.42402585700382
AUR62011475_AUR62016287	Not-organelle-targeted	Plant2	1.10053612564546	0.483583956690842
AUR62011475_AUR62016287	Not-organelle-targeted	Plant3	0.718202739677901	0.12595379762721
AUR62011475_AUR62016287	Not-organelle-targeted	Plant4	1.30890076411113	0.495956826502999
AUR62011475_AUR62016287	Not-organelle-targeted	Plant5	1.16486828543228	0.56352508049612
AUR62033592_AUR62037885	Not-organelle-targeted	Plant2	2.4783677279963	0.898883313061533
AUR62033592_AUR62037885	Not-organelle-targeted	Plant3	1.30292897739367	-0.69940851679305
AUR62033592_AUR62037885	Not-organelle-targeted	Plant4	-2.22410006512619	1.16238838771625
AUR62033592_AUR62037885	Not-organelle-targeted	Plant5	-2.35988528241215	0.05364753232236
AUR62021590_AUR62008502	Not-organelle-targeted	Plant2	-2.63526175536292	-3.85966525696402
AUR62021590_AUR62008502	Not-organelle-targeted	Plant3	-2.93147539036458	-3.2829554950914
AUR62021590_AUR62008502	Not-organelle-targeted	Plant4	-3.07339668803771	-4.01237894348724
AUR62021590_AUR62008502	Not-organelle-targeted	Plant5	-2.79811888378122	-4.03045678503246
AUR62000676_AUR62005277	Not-organelle-targeted	Plant2	-0.301987879807291	-0.69367017711598
AUR62000676_AUR62005277	Not-organelle-targeted	Plant3	-0.52752019139835	-0.80913014486723
AUR62000676_AUR62005277	Not-organelle-targeted	Plant4	-0.352019031007549	-0.60975043431676
AUR62000676_AUR62005277	Not-organelle-targeted	Plant5	-0.23854134003312	-0.54302472427848
AUR62024965_AUR62042187	Not-organelle-targeted	Plant2	0.893308430728579	-0.000366291667460494
AUR62024965_AUR62042187	Not-organelle-targeted	Plant3	1.02077406492313	0.165156504874361
AUR62024965_AUR62042187	Not-organelle-targeted	Plant4	0.84565994451105	0.31803377658566
AUR62024965_AUR62042187	Not-organelle-targeted	Plant5	0.53643700490762	0.0619424854821
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant2	-0.306026159242171	0.26401564878503
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant3	0.900105866812649	0.0560977739319197
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant4	0.959353708573	-0.23929280848574
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant5	0.73715160792255	-0.31879811799363
AUR62017956_AUR62003646	Not-organelle-targeted	Plant2	-2.05153642567544	-0.30489681220213
AUR62017956_AUR62003646	Not-organelle-targeted	Plant3	-1.74167271474588	-0.0255233467691198
AUR62017956_AUR62003646	Not-organelle-targeted	Plant4	-2.43319465285258	-0.41934955606209
AUR62017956_AUR62003646	Not-organelle-targeted	Plant5	-2.1400457110399	-0.62323882647878
AUR62005765_AUR62028792	Not-organelle-targeted	Plant2	1.44004391407076	0.561170216215119
AUR62005765_AUR62028792	Not-organelle-targeted	Plant3	2.01285303612922	0.5960414330098
AUR62005765_AUR62028792	Not-organelle-targeted	Plant4	1.61148642288269	0.58731125058671
AUR62005765_AUR62028792	Not-organelle-targeted	Plant5	1.18247668693515	0.39548286042241
AUR62010431_AUR62016791	Not-organelle-targeted	Plant2	1.04747200121231	0.633568295445359
AUR62010431_AUR62016791	Not-organelle-targeted	Plant3	0.80184401243222	0.67101204536883
AUR62010431_AUR62016791	Not-organelle-targeted	Plant4	0.714338394374401	0.85097515672617
AUR62010431_AUR62016791	Not-organelle-targeted	Plant5	0.790027901779	0.799213436694721
AUR62033378_AUR62004279	Not-organelle-targeted	Plant2	-1.16661065926191	-0.38542542829612
AUR62033378_AUR62004279	Not-organelle-targeted	Plant3	-0.76303418263251	-2.1855083164064
AUR62033378_AUR62004279	Not-organelle-targeted	Plant4	-0.46494394489175	-0.94251566848771
AUR62033378_AUR62004279	Not-organelle-targeted	Plant5	-0.1576452554976	-0.99769851575491
AUR62023460_AUR62004493	Not-organelle-targeted	Plant2	1.06093944184842	0.9926297118712
AUR62023460_AUR62004493	Not-organelle-targeted	Plant3	1.31376939368717	-0.19297128652385
AUR62023460_AUR62004493	Not-organelle-targeted	Plant4	1.21929017819198	0.02656528128656
AUR62023460_AUR62004493	Not-organelle-targeted	Plant5	0.81191957248492	-0.0846069631330799
AUR62038266_AUR62003953	Not-organelle-targeted	Plant2	-2.9139764972506	-2.77524544489756
AUR62038266_AUR62003953	Not-organelle-targeted	Plant3	-2.48514126485123	-1.72773953880447
AUR62038266_AUR62003953	Not-organelle-targeted	Plant4	-1.59918532768095	-2.67376509718537
AUR62038266_AUR62003953	Not-organelle-targeted	Plant5	-1.52147706370169	-3.23473564420817
AUR62038787_AUR62037446	Not-organelle-targeted	Plant2	-4.72968772110687	-2.54907075887682
AUR62038787_AUR62037446	Not-organelle-targeted	Plant3	-2.37779570553575	-2.60261643955737
AUR62038787_AUR62037446	Not-organelle-targeted	Plant4	-2.7585457118073	-0.584115646208
AUR62038787_AUR62037446	Not-organelle-targeted	Plant5	-5.27790375794373	-2.324918667514
AUR62040330_AUR62039889	Not-organelle-targeted	Plant2	-1.4432628150518	2.88556865596505
AUR62040330_AUR62039889	Not-organelle-targeted	Plant3	1.56590862252562	4.85151963562637
AUR62040330_AUR62039889	Not-organelle-targeted	Plant4	0.41042638018222	4.08449086458198
AUR62040330_AUR62039889	Not-organelle-targeted	Plant5	1.67078008379027	3.83032050722307
AUR62002597_AUR62030019	Not-organelle-targeted	Plant2	2.10581190647081	1.41862896296072
AUR62002597_AUR62030019	Not-organelle-targeted	Plant3	2.40715443923703	1.12562740342208
AUR62002597_AUR62030019	Not-organelle-targeted	Plant4	3.30080727437275	1.73867980766652
AUR62002597_AUR62030019	Not-organelle-targeted	Plant5	2.87627166650596	1.78350023642646
AUR62034491_AUR62043241	Not-organelle-targeted	Plant2	-0.83425219553579	-1.90556032517252
AUR62034491_AUR62043241	Not-organelle-targeted	Plant3	-1.33146719678737	-1.43244848658578
AUR62034491_AUR62043241	Not-organelle-targeted	Plant4	-0.966237757594389	-2.09035619052258
AUR62034491_AUR62043241	Not-organelle-targeted	Plant5	-1.24972608079223	-2.01951020171744
AUR62000287_AUR62006637	Not-organelle-targeted	Plant2	-2.34854918600321	-1.08922012098615
AUR62000287_AUR62006637	Not-organelle-targeted	Plant3	-1.19373337307912	-1.05244397417452
AUR62000287_AUR62006637	Not-organelle-targeted	Plant4	-0.64829792516098	-1.04268662766132
AUR62000287_AUR62006637	Not-organelle-targeted	Plant5	-1.05062655891428	-1.0421684640633
AUR62040449_AUR62042003	Not-organelle-targeted	Plant2	-3.30726165179326	0.20467146719545
AUR62040449_AUR62042003	Not-organelle-targeted	Plant3	-3.45070193226419	1.01857475913244
AUR62040449_AUR62042003	Not-organelle-targeted	Plant4	-4.8193158985301	0.657716818862172
AUR62040449_AUR62042003	Not-organelle-targeted	Plant5	-3.67197366219675	0.20130271592086
AUR62005441_AUR62024300	Not-organelle-targeted	Plant2	-3.72921648793997	-1.80060314738017
AUR62005441_AUR62024300	Not-organelle-targeted	Plant3	-3.13929651217952	-1.26278577293156
AUR62005441_AUR62024300	Not-organelle-targeted	Plant4	-4.84320850093253	-0.30612526948928
AUR62005441_AUR62024300	Not-organelle-targeted	Plant5	-4.86073613773383	-1.14959389061443
AUR62018365_AUR62030297	Not-organelle-targeted	Plant2	0.419074371635791	-0.52058327173255
AUR62018365_AUR62030297	Not-organelle-targeted	Plant3	0.19463018511494	-1.58811951768496
AUR62018365_AUR62030297	Not-organelle-targeted	Plant4	0.529651446926691	-1.85404205635508
AUR62018365_AUR62030297	Not-organelle-targeted	Plant5	0.67144133960933	-0.60828879260455
AUR62000374_AUR62006729	Not-organelle-targeted	Plant2	2.80518684592833	1.91859239980664
AUR62000374_AUR62006729	Not-organelle-targeted	Plant3	3.12353626507001	1.28308823469082
AUR62000374_AUR62006729	Not-organelle-targeted	Plant4	3.00842551258211	1.75905185737669
AUR62000374_AUR62006729	Not-organelle-targeted	Plant5	3.0555319455192	1.61014267424268
AUR62029423_AUR62003418	Not-organelle-targeted	Plant2	1.31088697488164	-0.0734542904751194
AUR62029423_AUR62003418	Not-organelle-targeted	Plant3	1.22045394953783	-0.12423105183112
AUR62029423_AUR62003418	Not-organelle-targeted	Plant4	1.09712045233728	-0.2612387376711
AUR62029423_AUR62003418	Not-organelle-targeted	Plant5	1.20524011600148	-0.247596735744889
AUR62030954_AUR62008201	Not-organelle-targeted	Plant2	-2.16484819693641	-1.24263008186927
AUR62030954_AUR62008201	Not-organelle-targeted	Plant3	-2.49282014773303	-0.3973680881202
AUR62030954_AUR62008201	Not-organelle-targeted	Plant4	-2.4139071431816	-1.38510987153357
AUR62030954_AUR62008201	Not-organelle-targeted	Plant5	-2.80379604377467	-1.52767999094896
AUR62000404_AUR62006761	Not-organelle-targeted	Plant2	0.60555501108749	-0.42806408864844
AUR62000404_AUR62006761	Not-organelle-targeted	Plant3	1.04535929005996	-0.49553261903633
AUR62000404_AUR62006761	Not-organelle-targeted	Plant4	0.73284922894479	-0.806336500557919
AUR62000404_AUR62006761	Not-organelle-targeted	Plant5	1.02729685367407	-0.929666740701721
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant2	-0.48630922959681	-4.8085057179186
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant3	0.00413727949331033	-4.2382822482288
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant4	-0.5500343407847	-4.02873361070562
AUR62033531_AUR62028580	Dual-targeted_Non-interacting	Plant5	-0.2947685640267	-3.93591917073636
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant2	-2.74393620781232	1.63641473960985
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant3	-1.20008638688725	2.10307278234396
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant4	-1.40093752516445	1.38227650839546
AUR62000564_AUR62006918	Dual-targeted_Non-interacting	Plant5	-0.48783353730551	1.74337497163113
AUR62030626_AUR62024918	Not-organelle-targeted	Plant2	-0.0994370124749304	-0.4802293673444
AUR62030626_AUR62024918	Not-organelle-targeted	Plant3	-0.37997251703404	-0.600685071552999
AUR62030626_AUR62024918	Not-organelle-targeted	Plant4	-0.0689371874387295	-0.433461815028
AUR62030626_AUR62024918	Not-organelle-targeted	Plant5	-0.2843362961763	-0.28067963669524
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant2	0.685564508569561	0.54010203326283
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant3	1.08799699226552	0.518081698563451
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant4	0.856850791228599	0.706548073926751
AUR62006309_AUR62026355	Dual-targeted_Non-interacting	Plant5	0.930074591778149	0.591031537101969
AUR62033913_AUR62041915	Not-organelle-targeted	Plant2	-0.31576363154259	-0.38138044731173
AUR62033913_AUR62041915	Not-organelle-targeted	Plant3	-0.22403300926071	-0.7371154633289
AUR62033913_AUR62041915	Not-organelle-targeted	Plant4	-0.0921932983104101	-0.44092238335991
AUR62033913_AUR62041915	Not-organelle-targeted	Plant5	0.0936866378327501	-0.487003045251
AUR62038379_AUR62040947	Not-organelle-targeted	Plant2	2.41939865000352	0.34006224864294
AUR62038379_AUR62040947	Not-organelle-targeted	Plant3	2.47809732075527	0.13697381468885
AUR62038379_AUR62040947	Not-organelle-targeted	Plant4	1.5282626072251	0.40619405245176
AUR62038379_AUR62040947	Not-organelle-targeted	Plant5	2.00414033720876	0.197706488543989
AUR62029271_AUR62041148	Not-organelle-targeted	Plant2	-0.40029148391212	-0.63048781883749
AUR62029271_AUR62041148	Not-organelle-targeted	Plant3	-0.42667368971025	-0.99803093068134
AUR62029271_AUR62041148	Not-organelle-targeted	Plant4	-0.0912688545843396	-0.936623786025391
AUR62029271_AUR62041148	Not-organelle-targeted	Plant5	0.34376512356609	-1.33041577140422
AUR62012537_AUR62014657	Not-organelle-targeted	Plant2	0.52405696284145	-0.602472730277031
AUR62012537_AUR62014657	Not-organelle-targeted	Plant3	-0.2822117219557	-0.50615778439173
AUR62012537_AUR62014657	Not-organelle-targeted	Plant4	-0.114210791369119	-0.5675918546268
AUR62012537_AUR62014657	Not-organelle-targeted	Plant5	-0.573817856455951	-0.25314885651126
AUR62042896_AUR62039019	Not-organelle-targeted	Plant2	0.278062280156998	-0.0896774116864005
AUR62042896_AUR62039019	Not-organelle-targeted	Plant3	-0.00636610268890081	0.0503541452203997
AUR62042896_AUR62039019	Not-organelle-targeted	Plant4	0.5133026523648	0.1111658453259
AUR62042896_AUR62039019	Not-organelle-targeted	Plant5	0.3291387655397	0.226482614148299
AUR62005443_AUR62024298	Not-organelle-targeted	Plant2	0.0571205297198887	-0.72588070791937
AUR62005443_AUR62024298	Not-organelle-targeted	Plant3	-0.15015517727565	-0.79914892905671
AUR62005443_AUR62024298	Not-organelle-targeted	Plant4	-0.0605035601909787	-0.56579433024471
AUR62005443_AUR62024298	Not-organelle-targeted	Plant5	-0.179375474920331	-0.2807624830425
AUR62005605_AUR62024124	Not-organelle-targeted	Plant2	1.36844357554233	0.0845833138183405
AUR62005605_AUR62024124	Not-organelle-targeted	Plant3	1.22808432837265	-0.0556471517408097
AUR62005605_AUR62024124	Not-organelle-targeted	Plant4	0.55534950820852	-0.25046717927739
AUR62005605_AUR62024124	Not-organelle-targeted	Plant5	0.871279126022271	-0.0474692464802207
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant2	1.67098841813099	-0.41099725745585
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant3	1.57621941909702	-0.21194524164021
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant4	1.02161167475779	-0.253365547978229
AUR62029634_AUR62025925	Dual-targeted_Non-interacting	Plant5	1.31674223493264	-0.460114004982501
AUR62031737_AUR62032622	Not-organelle-targeted	Plant2	1.65282469262539	3.48294119097937
AUR62031737_AUR62032622	Not-organelle-targeted	Plant3	1.74304353981021	3.96541614100937
AUR62031737_AUR62032622	Not-organelle-targeted	Plant4	1.46707293059395	4.00291219119176
AUR62031737_AUR62032622	Not-organelle-targeted	Plant5	1.93095311920759	2.78996939307704
AUR62010377_AUR62016841	Not-organelle-targeted	Plant2	-0.17629645967267	0.37408302252313
AUR62010377_AUR62016841	Not-organelle-targeted	Plant3	-0.16413028361843	0.174357408485601
