gene	Targeting	plantID	dipRatio	tetRatio
AUR62011165_AUR62013320	Not-organelle-targeted	Plant4	0.968988850583415	0.999870017306319
AUR62011165_AUR62013320	Not-organelle-targeted	Plant5	0.938364853491851	0.944702508928289
AUR62011475_AUR62016287	Not-organelle-targeted	Plant2	1.11228533773356	1.05577998690578
AUR62011475_AUR62016287	Not-organelle-targeted	Plant3	1.07150943165824	1.0138787067462
AUR62011475_AUR62016287	Not-organelle-targeted	Plant4	1.13667619891475	1.05749008928347
AUR62011475_AUR62016287	Not-organelle-targeted	Plant5	1.1198591696885	1.06691613008885
AUR62033592_AUR62037885	Not-organelle-targeted	Plant2	-0.860865610086968	-0.377643767116744
AUR62033592_AUR62037885	Not-organelle-targeted	Plant3	-18.0719110668054	0.619844088836347
AUR62033592_AUR62037885	Not-organelle-targeted	Plant4	-1.24386310872701	-0.809932986943611
AUR62033592_AUR62037885	Not-organelle-targeted	Plant5	-1.29850835555364	0.962736347753752
AUR62021590_AUR62008502	Not-organelle-targeted	Plant2	-0.10191077346043	-0.235396879186898
AUR62021590_AUR62008502	Not-organelle-targeted	Plant3	0.128188392820073	0.281335831412149
AUR62021590_AUR62008502	Not-organelle-targeted	Plant4	0.202423547378729	-0.776085451557982
AUR62021590_AUR62008502	Not-organelle-targeted	Plant5	0.292334354063091	-0.596070430067961
AUR62000676_AUR62005277	Not-organelle-targeted	Plant2	0.963709914691782	0.90422961272512
AUR62000676_AUR62005277	Not-organelle-targeted	Plant3	0.93697551408879	0.892237766303925
AUR62000676_AUR62005277	Not-organelle-targeted	Plant4	0.956452707537167	0.912937573639028
AUR62000676_AUR62005277	Not-organelle-targeted	Plant5	0.970877217016551	0.924439866689872
AUR62024965_AUR62042187	Not-organelle-targeted	Plant2	1.12727952113591	0.999945207170982
AUR62024965_AUR62042187	Not-organelle-targeted	Plant3	1.14531856886457	1.02268446569787
AUR62024965_AUR62042187	Not-organelle-targeted	Plant4	1.1230604653282	1.05358330581017
AUR62024965_AUR62042187	Not-organelle-targeted	Plant5	1.07308493799949	1.0104207459786
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant2	0.966155109196787	1.03793094069788
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant3	1.11255006288784	1.00767990244978
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant4	1.1234331263726	0.969720425615022
AUR62011335_AUR62016726	Dual-targeted_Non-interacting	Plant5	1.09091035629096	0.958186866527033
AUR62017956_AUR62003646	Not-organelle-targeted	Plant2	0.659284732739672	0.921974571016006
AUR62017956_AUR62003646	Not-organelle-targeted	Plant3	0.69084581160953	0.993351158105905
AUR62017956_AUR62003646	Not-organelle-targeted	Plant4	0.574484541058529	0.894095926273657
AUR62017956_AUR62003646	Not-organelle-targeted	Plant5	0.636287051710908	0.847731834435766
AUR62005765_AUR62028792	Not-organelle-targeted	Plant2	1.21177988136128	1.09294556921112
AUR62005765_AUR62028792	Not-organelle-targeted	Plant3	1.3107504269867	1.09127372899028
AUR62005765_AUR62028792	Not-organelle-targeted	Plant4	1.23983384201427	1.09490707419
AUR62005765_AUR62028792	Not-organelle-targeted	Plant5	1.16622616965286	1.06177052583577
AUR62010431_AUR62016791	Not-organelle-targeted	Plant2	1.10712373732804	1.0737297523156
AUR62010431_AUR62016791	Not-organelle-targeted	Plant3	1.08053625774619	1.07757807421445
AUR62010431_AUR62016791	Not-organelle-targeted	Plant4	1.0706678232719	1.09882048650646
AUR62010431_AUR62016791	Not-organelle-targeted	Plant5	1.07847844098867	1.09376689599045
AUR62033378_AUR62004279	Not-organelle-targeted	Plant2	0.854438259394439	0.942959808251834
AUR62033378_AUR62004279	Not-organelle-targeted	Plant3	0.901892125817975	0.680897779388459
AUR62033378_AUR62004279	Not-organelle-targeted	Plant4	0.933379700425418	0.861516290282292
AUR62033378_AUR62004279	Not-organelle-targeted	Plant5	0.977822232431499	0.850756648851641
AUR62023460_AUR62004493	Not-organelle-targeted	Plant2	1.12719340315046	1.12928348156606
AUR62023460_AUR62004493	Not-organelle-targeted	Plant3	1.16170948207551	0.974912554751087
AUR62023460_AUR62004493	Not-organelle-targeted	Plant4	1.14953815953648	1.00338509736369
AUR62023460_AUR62004493	Not-organelle-targeted	Plant5	1.09425680744335	0.989040150954773
AUR62038266_AUR62003953	Not-organelle-targeted	Plant2	0.713299737517917	0.663443416979311
AUR62038266_AUR62003953	Not-organelle-targeted	Plant3	0.737107613128962	0.783809054193971
AUR62038266_AUR62003953	Not-organelle-targeted	Plant4	0.811970389140364	0.650069285617177
AUR62038266_AUR62003953	Not-organelle-targeted	Plant5	0.82509228534079	0.576552782320948
AUR62038787_AUR62037446	Not-organelle-targeted	Plant2	-0.452007035144117	-2.99633230058544
AUR62038787_AUR62037446	Not-organelle-targeted	Plant3	0.366386314118769	-2.56796653340329
AUR62038787_AUR62037446	Not-organelle-targeted	Plant4	0.221997814069747	1.44184106633208
AUR62038787_AUR62037446	Not-organelle-targeted	Plant5	-0.413790538209915	-2.19968534713144
AUR62040330_AUR62039889	Not-organelle-targeted	Plant2	0.785702379776852	2.50723713185455
AUR62040330_AUR62039889	Not-organelle-targeted	Plant3	1.33697144873884	-5.28418336071678
AUR62040330_AUR62039889	Not-organelle-targeted	Plant4	1.0941220985339	3.49533356609264
AUR62040330_AUR62039889	Not-organelle-targeted	Plant5	1.3972731834279	2.79771792319757
AUR62002597_AUR62030019	Not-organelle-targeted	Plant2	1.38082127773194	1.21152620571817
AUR62002597_AUR62030019	Not-organelle-targeted	Plant3	1.43733771856237	1.1668482535494
AUR62002597_AUR62030019	Not-organelle-targeted	Plant4	1.74781178800847	1.28687234703518
AUR62002597_AUR62030019	Not-organelle-targeted	Plant5	1.56651901599813	1.29866386366356
AUR62034491_AUR62043241	Not-organelle-targeted	Plant2	0.902596219534937	0.760602683452546
AUR62034491_AUR62043241	Not-organelle-targeted	Plant3	0.853686684279913	0.800952359132359
AUR62034491_AUR62043241	Not-organelle-targeted	Plant4	0.891029800662678	0.743322773273358
AUR62034491_AUR62043241	Not-organelle-targeted	Plant5	0.861404561714987	0.749480465851636
AUR62000287_AUR62006637	Not-organelle-targeted	Plant2	0.787157529638345	0.8708184805739
AUR62000287_AUR62006637	Not-organelle-targeted	Plant3	0.871314966873796	0.866229927409611
AUR62000287_AUR62006637	Not-organelle-targeted	Plant4	0.929614223088988	0.890419703450317
AUR62000287_AUR62006637	Not-organelle-targeted	Plant5	0.890448215068458	0.895013453834569
AUR62040449_AUR62042003	Not-organelle-targeted	Plant2	0.684708634439392	1.02279341116105
AUR62040449_AUR62042003	Not-organelle-targeted	Plant3	0.699693118624038	1.10928889334724
AUR62040449_AUR62042003	Not-organelle-targeted	Plant4	0.572191153012074	1.07841528808721
AUR62040449_AUR62042003	Not-organelle-targeted	Plant5	0.667182238050469	1.02697888227546
